Seconds,AccX,AccY,AccZ,Depth,ProcessedAccY,Stroke Rate,Glide Controller,Pitch,Roll,Stroke Detected,
100,5.54897,-0.3481643,-7.698558,0.007202258,0.4847373,20.07114,1.47E-08,-55.5363,8.354436,0,
100.063,5.598821,-0.1483662,-7.948043,0.007202258,0.559394,20.07114,1.47E-08,-55.59272,8.334052,0,
100.125,5.499119,0.348973,-7.998398,0.007202258,0.6179005,20.07114,1.47E-08,-55.65544,8.387791,0,
100.188,5.54897,0.7492879,-7.948043,0.007202258,0.6581088,20.07114,1.47E-08,-55.71972,8.541347,0,
100.25,5.54897,0.2490739,-7.898451,0.007202258,0.6698186,22.20827,1.47E-08,-55.78736,8.793754,1,#5 Event Marker 
100.313,5.399416,-0.1986751,-7.798505,0.007202258,0.6588801,26.48255,1.47E-08,-55.85595,9.114078,0,
100.375,5.249107,-0.4983722,-7.798505,0.007202258,0.6351466,26.48255,1.47E-08,-55.92803,9.477195,0,
100.438,5.74913,-0.4983722,-7.898451,0.007202258,0.5924699,26.48255,1.47E-08,-56.01017,9.866835,0,
100.5,5.94929,-0.04846713,-7.698558,0.007202258,0.5347037,26.48255,1.47E-08,-56.08727,10.27064,0,
100.563,5.699279,-0.4983722,-7.798505,0.007202258,0.483759,26.48255,1.47E-08,-56.14943,10.70835,0,
100.625,5.94929,-0.2482652,-7.848096,0.007202258,0.4395346,26.48255,1.47E-08,-56.21061,11.15969,0,
100.688,5.699279,-0.6981704,-7.848096,0.007202258,0.3999186,26.48255,1.47E-08,-56.26675,11.64366,0,
100.75,5.499119,-0.8986872,-7.898451,0.007202258,0.3748345,26.48255,1.47E-08,-56.31254,12.13264,0,
100.813,5.699279,-0.6485802,-7.74815,0.007202258,0.3561776,26.48255,1.47E-08,-56.36492,12.63281,0,
100.875,5.54897,-0.6485802,-7.848096,0.007202258,0.3338401,26.48255,1.47E-08,-56.41938,13.15412,0,
100.938,5.449268,-1.048176,-8.04799,0.007202258,0.3077329,26.48255,1.47E-08,-56.49115,13.67378,0,
101,5.298959,-0.8483783,-8.448539,0.007202258,0.2697996,26.48255,1.47E-08,-56.59095,14.16111,0,
101.063,5.199256,-0.2482652,-8.748379,0.007202258,0.1919647,26.48255,1.47E-08,-56.72234,14.64668,0,
101.125,5.34881,-0.1986751,-8.797971,0.007202258,0.06425294,26.48255,1.47E-08,-56.89716,15.15182,0,
101.188,5.449268,-0.3481643,-8.748379,0.007202258,-0.1133178,26.48255,1.47E-08,-57.11617,15.64987,0,
101.25,5.298959,-0.8483783,-8.098344,0.007202258,-0.3407242,26.48255,1.47E-08,-57.37937,16.13924,0,
101.313,5.649428,-1.698598,-7.998398,0.007202258,-0.6019763,26.48255,1.47E-08,-57.67699,16.60511,0,
101.375,5.899439,-2.248402,-8.648432,0.007202258,-0.8470212,26.48255,1.47E-08,-57.99211,17.01179,0,
101.438,6.199302,-3.248112,-8.348592,0.007202258,-1.037872,26.48255,1.47E-08,-58.32868,17.34372,0,
101.5,6.598867,-3.098623,-7.848096,-0.4681468,-1.172521,26.48255,1.47E-08,-58.68484,17.55417,0,
101.563,6.549016,-2.698308,-7.648203,-0.4681468,-1.236914,26.48255,1.47E-08,-59.03226,17.63926,0,
101.625,5.798981,-2.598409,-7.14847,-0.4681468,-1.23893,26.48255,1.47E-08,-59.37127,17.60895,0,
101.688,5.899439,-2.748616,-7.498665,-0.4681468,-1.200443,26.48255,1.47E-08,-59.70906,17.4586,0,
101.75,5.649428,-2.198812,-7.198062,-0.4681468,-1.12733,26.48255,1.47E-08,-60.05047,17.1752,0,
101.813,5.54897,-1.848806,-6.548028,-0.4681468,-1.00742,26.48255,1.47E-08,-60.39271,16.76719,0,
101.875,5.899439,-1.748189,-6.498436,-0.4681468,-0.8526396,26.48255,1.47E-08,-60.72642,16.25078,0,
101.938,6.299004,-1.848806,-6.598383,-0.4681468,-0.6548894,26.48255,1.47E-08,-61.04262,15.65062,0,
102,6.098844,-1.348592,-6.548028,-0.4681468,-0.4141462,26.48255,1.47E-08,-61.33248,14.95951,0,
102.063,6.048993,-0.9482773,-6.048295,-0.4681468,-0.1582971,26.48255,1.47E-08,-61.59129,14.20953,0,
102.125,6.199302,-0.5486811,-5.848402,-0.4681468,0.08271833,26.48255,1.47E-08,-61.80883,13.41276,0,
102.188,6.499165,-0.3481643,-5.748455,-0.4681468,0.2970201,26.48255,1.47E-08,-61.96964,12.59209,0,
102.25,6.399462,-0.1483662,-6.198596,-0.4681468,0.4727017,26.48255,1.47E-08,-62.07162,11.74336,0,
102.313,6.299004,0.1994838,-6.498436,-0.4681468,0.5979379,26.48255,1.47E-08,-62.12614,10.88773,0,
102.375,5.848833,0.348973,-6.748684,-0.4681468,0.6808344,26.48255,1.47E-08,-62.13045,10.03183,0,
102.438,5.74913,0.09958471,-6.898222,-0.4681468,0.7334627,26.48255,1.47E-08,-62.10657,9.181999,0,
102.5,5.449268,0.3992819,-7.14847,0.007202258,0.757983,24.07178,1.47E-08,-62.05229,8.34077,1,#5 Event Marker 
102.563,5.399416,-0.04846713,-7.348363,0.007202258,0.7505474,19.25024,1.47E-08,-61.97834,7.543643,0,
102.625,5.798981,-0.04846713,-7.498665,0.007202258,0.7191736,19.25024,1.47E-08,-61.88471,6.747528,0,
102.688,6.098844,1.048985,-7.74815,0.007202258,0.6658751,19.25024,1.47E-08,-61.76262,5.930399,0,
102.75,6.598867,0.7995968,-7.848096,0.007202258,0.5927606,19.25024,1.47E-08,-61.60572,5.158848,0,
102.813,6.449313,0.2490739,-7.798505,0.007202258,0.509814,19.25024,1.47E-08,-61.40498,4.444124,0,
102.875,5.74913,0.04927583,-7.548257,0.007202258,0.4268607,19.25024,1.47E-08,-61.16276,3.784802,0,
102.938,5.54897,-0.09877601,-7.348363,0.007202258,0.3438997,19.25024,1.47E-08,-60.90806,3.183361,0,
103,5.899439,-0.4487821,-7.44831,0.007202258,0.2648952,19.25024,1.47E-08,-60.65168,2.65194,0,
103.063,6.098844,-0.8986872,-7.798505,0.007202258,0.1937322,19.25024,1.47E-08,-60.4021,2.19708,0,
103.125,6.299004,-0.2482652,-7.848096,0.007202258,0.1323266,19.25024,1.47E-08,-60.16988,1.799927,0,
103.188,6.199302,-0.2985741,-7.648203,0.007202258,0.0807203,19.25024,1.47E-08,-59.95258,1.485195,0,
103.25,6.149451,-0.4983722,-7.348363,0.007202258,0.03884341,19.25024,1.47E-08,-59.75483,1.257307,0,
103.313,5.899439,-0.2985741,-7.198062,0.007202258,0.006693558,19.25024,1.47E-08,-59.57828,1.10557,0,
103.375,5.899439,0.000404349,-7.048524,0.007202258,-0.003838101,19.25024,1.47E-08,-59.42366,1.009591,0,
103.438,6.098844,-0.3984732,-7.048524,0.007202258,-0.000818105,19.25024,1.47E-08,-59.28894,0.9828427,0,
103.5,5.999142,0.000404349,-6.948577,0.007202258,0.0136623,19.25024,1.47E-08,-59.1646,0.9851254,0,
103.563,5.499119,-0.3984732,-7.44831,0.007202258,0.04346752,19.25024,1.47E-08,-59.04594,1.023798,0,
103.625,5.199256,-0.5982713,-7.348363,0.007202258,0.09245948,19.25024,1.47E-08,-58.94408,1.062773,0,
103.688,4.899393,-0.2482652,-7.14847,0.007202258,0.13867,19.25024,1.47E-08,-58.86768,1.068395,0,
103.75,5.298959,0.09958471,-7.198062,0.007202258,0.1860455,19.25024,1.47E-08,-58.81506,1.03803,0,
103.813,5.249107,0.2993828,-6.948577,0.007202258,0.234548,19.25024,1.47E-08,-58.78265,0.995287,0,
103.875,4.949245,0.9993949,-7.398718,0.007202258,0.2762577,19.25024,1.47E-08,-58.75578,0.9259715,0,
103.938,5.149405,0.8994959,-7.498665,0.007202258,0.2971735,19.25024,1.47E-08,-58.74576,0.8564416,0,
104,4.849542,0.348973,-7.648203,0.007202258,0.2893125,19.25024,1.47E-08,-58.73707,0.777928,0,
104.063,5.098798,0.000404349,-7.898451,0.007202258,0.2427318,19.25024,1.47E-08,-58.73146,0.6540467,0,
104.125,4.949245,0.6493889,-7.648203,0.007202258,0.1514584,19.25024,1.47E-08,-58.72328,0.4597549,0,
104.188,5.048947,0.949086,-7.598611,0.007202258,0.01153009,19.25024,1.47E-08,-58.71514,0.2425732,0,
104.25,4.949245,0.4991809,-8.298238,0.007202258,-0.1709473,19.25024,1.47E-08,-58.70914,0.02896252,0,
104.313,4.798936,-0.2482652,-8.148699,0.007202258,-0.3659498,19.25024,1.47E-08,-58.72275,-0.219856,0,
104.375,4.449222,-0.7484792,-7.798505,0.007202258,-0.5574135,19.25024,1.47E-08,-58.7648,-0.542713,0,
104.438,5.149405,-0.3984732,-7.348363,0.007202258,-0.7331511,19.25024,1.47E-08,-58.84335,-0.9532858,0,
104.5,5.899439,-0.6485802,-6.998169,-0.4681468,-0.8730312,19.25024,1.47E-08,-58.92589,-1.410906,0,
104.563,6.749176,-0.5982713,-6.798276,-0.4681468,-0.9728673,19.25024,1.47E-08,-58.98542,-1.908551,0,
104.625,6.949336,-0.8986872,-6.998169,-0.4681468,-1.044395,19.25024,1.47E-08,-59.00091,-2.412604,0,
104.688,6.799027,-0.9985862,-6.848631,-0.4681468,-1.089303,19.25024,1.47E-08,-58.97397,-2.919994,0,
104.75,7.449359,-1.398182,-6.448081,-0.4681468,-1.097307,19.25024,1.47E-08,-58.90831,-3.447286,0,
104.813,7.449359,-1.248693,-5.748455,-0.4681468,-1.060109,19.25024,1.47E-08,-58.7857,-4.021629,0,
104.875,6.699325,-0.5982713,-5.498207,-0.4681468,-0.9733303,19.25024,1.47E-08,-58.59378,-4.613236,0,
104.938,6.649474,-0.8986872,-5.798047,-0.4681468,-0.820644,19.25024,1.47E-08,-58.34046,-5.196814,0,
105,6.249153,-0.1986751,-6.348135,-0.4681468,-0.6037345,19.25024,1.47E-08,-58.02875,-5.804841,0,
105.063,5.848833,0.3992819,-6.648737,-0.4681468,-0.3382731,19.25024,1.47E-08,-57.682,-6.390842,0,
105.125,5.499119,0.5494898,-7.248417,-0.4681468,-0.05584654,19.25024,1.47E-08,-57.31521,-6.934923,0,
105.188,5.298959,1.099294,-7.248417,-0.4681468,0.2318063,19.25024,1.47E-08,-56.93663,-7.412888,0,
105.25,4.699233,1.499609,-7.44831,-0.4681468,0.487081,19.25024,1.47E-08,-56.55108,-7.793842,0,
105.313,4.849542,1.048985,-7.598611,-0.4681468,0.7063314,19.25024,1.47E-08,-56.17367,-8.076804,0,
105.375,4.949245,1.799306,-8.248646,-0.4681468,0.8739059,19.25024,1.47E-08,-55.8009,-8.291622,0,
105.438,5.149405,1.799306,-8.848325,-0.4681468,0.9901245,19.25024,1.47E-08,-55.44106,-8.426736,0,
105.5,4.899393,1.799306,-8.948272,-0.4681468,1.061322,19.25024,1.47E-08,-55.0893,-8.48423,0,
105.563,4.449222,2.399419,-8.748379,-0.4681468,1.105655,19.25024,1.47E-08,-54.74369,-8.449396,0,
105.625,4.649382,2.399419,-8.648432,-0.4681468,1.121297,26.02879,1.47E-08,-54.40943,-8.303435,1,#5 Event Marker 
105.688,5.048947,2.249211,-8.698024,-0.4681468,1.112376,39.5859,1.47E-08,-54.09142,-8.04985,0,
105.75,5.199256,1.799306,-8.848325,-0.4681468,1.078942,39.5859,1.47E-08,-53.77855,-7.702355,0,
105.813,5.399416,1.349401,-8.748379,-0.4681468,0.997123,39.5859,1.47E-08,-53.47835,-7.297714,0,
105.875,5.54897,1.649098,-8.598077,-0.4681468,0.8371354,39.5859,1.47E-08,-53.17922,-6.823977,0,
105.938,5.848833,1.748997,-8.448539,-0.4681468,0.6070488,39.5859,1.47E-08,-52.88523,-6.237217,0,
106,5.899439,1.048985,-8.598077,-0.4681468,0.3308737,39.5859,1.47E-08,-52.59398,-5.519029,0,
106.063,5.899439,0.4495908,-8.797971,-0.4681468,0.02861042,39.5859,1.47E-08,-52.32087,-4.698115,0,
106.125,5.798981,-0.3984732,-8.748379,-0.4681468,-0.2539842,39.5859,1.47E-08,-52.09294,-3.802401,0,
106.188,5.699279,-0.6485802,-8.298238,-0.4681468,-0.4552913,39.5859,1.47E-08,-51.92031,-2.881835,0,
106.25,5.699279,-0.7987881,-8.148699,-0.4681468,-0.5795856,39.5859,1.47E-08,-51.79216,-1.93097,0,
106.313,5.699279,-0.3984732,-8.04799,-0.4681468,-0.64116,39.5859,1.47E-08,-51.70474,-0.9550789,0,
106.375,5.848833,-0.9985862,-7.998398,-0.4681468,-0.6423847,39.5859,1.47E-08,-51.66467,0.08561428,0,
106.438,5.94929,-0.8483783,-7.798505,-0.4681468,-0.6055378,39.5859,1.47E-08,-51.68184,1.166115,0,
106.5,5.298959,-0.3984732,-7.848096,-0.4681468,-0.5569481,39.5859,1.47E-08,-51.74878,2.276096,0,
106.563,5.399416,-0.4983722,-7.898451,-0.4681468,-0.4950718,39.5859,1.47E-08,-51.88195,3.427462,0,
106.625,5.298959,-0.5486811,-7.898451,-0.4681468,-0.4164279,39.5859,1.47E-08,-52.06781,4.599858,0,
106.688,5.34881,-0.8986872,-8.148699,-0.4681468,-0.3295476,39.5859,1.47E-08,-52.2978,5.778804,0,
106.75,5.449268,-0.9482773,-8.098344,-0.4681468,-0.2330377,39.5859,1.47E-08,-52.55885,6.948679,0,
106.813,5.199256,-0.6485802,-8.198291,-0.4681468,-0.1314764,39.5859,1.47E-08,-52.84172,8.100057,0,
106.875,4.999096,-0.6981704,-8.598077,-0.4681468,-0.02943125,39.5859,1.47E-08,-53.15905,9.238111,0,
106.938,4.849542,-0.04846713,-8.797971,-0.4681468,0.06852065,39.5859,1.47E-08,-53.50547,10.36628,0,
107,4.798936,-0.7987881,-8.598077,-0.4681468,0.1597097,39.5859,1.47E-08,-53.88668,11.4977,0,
107.063,4.349519,-1.348592,-9.398413,-0.4681468,0.2315116,39.5859,1.47E-08,-54.30072,12.59405,0,
107.125,4.249062,-0.4487821,-9.348058,-0.4681468,0.2712395,38.7238,1.47E-08,-54.76342,13.63343,1,#5 Event Marker 
107.188,4.999096,0.000404349,-9.248112,-0.4681468,0.2662226,36.99961,1.47E-08,-55.27017,14.63748,0,
107.25,4.849542,-0.4487821,-9.148165,-0.4681468,0.2197906,36.99961,1.47E-08,-55.8016,15.61934,0,
107.313,5.149405,-0.1483662,-8.398184,-0.4681468,0.129436,36.99961,1.47E-08,-56.36155,16.55625,0,
107.375,5.848833,-1.048176,-9.148165,-0.4681468,0.01460427,36.99961,1.47E-08,-56.92847,17.47596,0,
107.438,6.799027,-1.698598,-9.098573,-0.4681468,-0.1051448,36.99961,1.47E-08,-57.48922,18.3541,0,
107.5,6.848878,-1.948705,-7.998398,0.007202258,-0.202271,36.99961,1.47E-08,-58.02803,19.1551,0,
107.563,7.09889,-2.498509,-7.848096,0.007202258,-0.279228,36.99961,1.47E-08,-58.52665,19.84555,0,
107.625,7.598913,-2.248402,-7.098116,0.007202258,-0.3205106,36.99961,1.47E-08,-58.97901,20.40955,0,
107.688,6.848878,-1.698598,-6.798276,0.007202258,-0.3325409,36.99961,1.47E-08,-59.35363,20.87468,0,
107.75,6.249153,-2.048604,-6.648737,0.007202258,-0.3157176,36.99961,1.47E-08,-59.6465,21.28369,0,
107.813,6.149451,-1.948705,-6.698329,0.007202258,-0.2843267,36.99961,1.47E-08,-59.87015,21.62286,0,
107.875,6.399462,-2.498509,-6.948577,0.007202258,-0.2344801,36.99961,1.47E-08,-60.04765,21.89055,0,
107.938,6.848878,-2.648717,-6.848631,0.007202258,-0.1742415,36.99961,1.47E-08,-60.1839,22.04852,0,
108,6.949336,-2.448201,-6.848631,0.007202258,-0.1115889,36.99961,1.47E-08,-60.27347,22.08511,0,
108.063,6.799027,-1.698598,-6.398489,0.007202258,-0.0544623,36.99961,1.47E-08,-60.32561,22.00783,0,
108.125,6.699325,-1.598699,-6.498436,0.007202258,-0.002813831,36.99961,1.47E-08,-60.32462,21.84559,0,
108.188,6.899485,-1.598699,-6.998169,0.007202258,0.03934837,36.99961,1.47E-08,-60.27016,21.63573,0,
108.25,6.499165,-1.698598,-7.14847,0.007202258,0.06814748,36.99961,1.47E-08,-60.17384,21.38647,0,
108.313,5.899439,-1.848806,-6.698329,0.007202258,0.09375748,36.99961,1.47E-08,-60.05247,21.10307,0,
108.375,6.299004,-1.748189,-5.6981,0.007202258,0.1144436,36.99961,1.47E-08,-59.92208,20.7617,0,
108.438,5.649428,-1.4988,-6.698329,0.007202258,0.1425916,36.99961,1.47E-08,-59.75359,20.3533,0,
108.5,6.048993,-1.4988,-6.748684,0.007202258,0.1787089,36.99961,1.47E-08,-59.57886,19.89844,0,
108.563,6.348856,-1.348592,-7.048524,0.007202258,0.2253027,36.99961,1.47E-08,-59.38008,19.38245,0,
108.625,6.299004,-1.298283,-7.298009,0.007202258,0.2709061,36.99961,1.47E-08,-59.15868,18.82753,0,
108.688,6.149451,-0.9985862,-7.198062,0.007202258,0.3160301,36.99961,1.47E-08,-58.91322,18.23043,0,
108.75,5.899439,-0.6485802,-7.198062,0.007202258,0.3372135,36.10418,1.47E-08,-58.63262,17.56152,1,#5 Event Marker 
108.813,5.74913,-0.3984732,-7.398718,0.007202258,0.3330001,34.31333,1.47E-08,-58.32448,16.84501,0,
108.875,5.598821,-0.8483783,-7.698558,0.007202258,0.3039482,34.31333,1.47E-08,-57.98698,16.09432,0,
108.938,4.749084,-0.8986872,-7.848096,0.007202258,0.2566399,34.31333,1.47E-08,-57.62877,15.30327,0,
109,4.749084,-0.8986872,-7.698558,0.007202258,0.2037394,34.31333,1.47E-08,-57.26823,14.50059,0,
109.063,4.599531,-0.4983722,-8.148699,0.007202258,0.1618991,34.31333,1.47E-08,-56.90569,13.67881,0,
109.125,4.548924,-0.3984732,-8.248646,0.007202258,0.1317586,34.31333,1.47E-08,-56.55724,12.85917,0,
109.188,4.099508,-0.8986872,-8.198291,0.007202258,0.1099812,34.31333,1.47E-08,-56.22389,12.06004,0,
109.25,3.699187,-1.098485,-8.797971,0.007202258,0.08518976,34.31333,1.47E-08,-55.92413,11.27055,0,
109.313,3.749039,-1.098485,-9.248112,0.007202258,0.04998127,34.31333,1.47E-08,-55.67059,10.48116,0,
109.375,4.949245,-0.5982713,-8.698024,0.007202258,-0.003080398,34.31333,1.47E-08,-55.47068,9.70544,0,
109.438,4.999096,-0.3984732,-8.598077,0.007202258,-0.07146181,34.31333,1.47E-08,-55.29269,8.972177,0,
109.5,5.449268,0.2490739,-8.89868,-0.4681468,-0.1506979,34.31333,1.47E-08,-55.1397,8.284985,0,
109.563,5.848833,0.2993828,-8.248646,-0.4681468,-0.2163165,34.31333,1.47E-08,-55.01868,7.67426,0,
109.625,5.74913,0.000404349,-7.798505,-0.4681468,-0.2819486,34.31333,1.47E-08,-54.91304,7.126709,0,
109.688,5.598821,-1.298283,-8.04799,-0.4681468,-0.3432384,34.31333,1.47E-08,-54.81829,6.618704,0,
109.75,5.598821,-1.248693,-7.248417,-0.4681468,-0.3998604,34.31333,1.47E-08,-54.75187,6.098057,0,
109.813,5.649428,-1.198384,-6.648737,-0.4681468,-0.4435143,34.31333,1.47E-08,-54.69947,5.584641,0,
109.875,6.199302,-0.5982713,-6.548028,-0.4681468,-0.4799742,34.31333,1.47E-08,-54.63829,5.083917,0,
109.938,6.749176,-0.6981704,-6.548028,-0.4681468,-0.4950014,34.31333,1.47E-08,-54.54977,4.638628,0,
110,6.899485,-0.6981704,-6.548028,-0.4681468,-0.4685335,34.31333,1.47E-08,-54.43807,4.244145,0,
110.063,6.399462,-0.7484792,-6.598383,-0.4681468,-0.3905305,34.31333,1.47E-08,-54.2775,3.887569,0,
110.125,6.499165,-0.4487821,-6.498436,-0.4681468,-0.2709992,34.31333,1.47E-08,-54.07238,3.559482,0,
110.188,6.549016,0.348973,-6.198596,-0.4681468,-0.1219929,34.31333,1.47E-08,-53.8158,3.264249,0,
110.25,6.098844,1.199193,-6.648737,-0.4681468,0.05233134,34.31333,1.47E-08,-53.49573,3.023286,0,
110.313,5.899439,0.3992819,-7.248417,-0.4681468,0.2119738,34.31333,1.47E-08,-53.13242,2.864725,0,
110.375,5.34881,0.8994959,-7.298009,-0.4681468,0.3288397,34.31333,1.47E-08,-52.73468,2.745859,0,
110.438,4.899393,0.09958471,-7.848096,-0.4681468,0.3987462,34.31333,1.47E-08,-52.31302,2.691464,0,
110.5,4.599531,-0.3984732,-8.398184,0.007202258,0.4274818,29.65689,1.47E-08,-51.88443,2.684166,1,#5 Event Marker 
110.563,4.399371,0.4991809,-9.048219,0.007202258,0.4208095,20.34401,1.47E-08,-51.44827,2.698822,0,
110.625,4.399371,0.8994959,-9.547951,0.007202258,0.3983514,20.34401,1.47E-08,-51.01845,2.789405,0,
110.688,4.249062,0.8994959,-9.998093,0.007202258,0.3836675,20.34401,1.47E-08,-50.59244,2.964617,0,
110.75,3.749039,0.1994838,-9.948501,0.007202258,0.3803872,20.34401,1.47E-08,-50.17845,3.209874,0,
110.813,3.298867,-0.1483662,-9.398413,0.007202258,0.3821301,20.34401,1.47E-08,-49.79145,3.508266,0,
110.875,3.99905,-0.2985741,-9.298466,0.007202258,0.3744888,20.34401,1.47E-08,-49.42163,3.856311,0,
110.938,4.599531,-0.7484792,-9.19852,0.007202258,0.3570836,20.34401,1.47E-08,-49.04132,4.254416,0,
111,4.999096,0.000404349,-8.89868,0.007202258,0.3076095,20.34401,1.47E-08,-48.65512,4.684735,0,
111.063,5.449268,0.1994838,-8.498131,0.007202258,0.2176252,20.34401,1.47E-08,-48.25606,5.166238,0,
111.125,5.34881,0.5494898,-8.198291,0.007202258,0.09868564,20.34401,1.47E-08,-47.83594,5.679855,0,
111.188,4.999096,0.1491749,-8.198291,0.007202258,-0.03356976,20.34401,1.47E-08,-47.40484,6.229968,0,
111.25,5.399416,-0.2985741,-7.648203,0.007202258,-0.1795347,20.34401,1.47E-08,-46.97336,6.813294,0,
111.313,5.34881,-1.148794,-7.198062,0.007202258,-0.3056168,20.34401,1.47E-08,-46.51546,7.427389,0,
111.375,5.149405,-1.248693,-7.298009,0.007202258,-0.3860983,20.34401,1.47E-08,-46.02714,8.016861,0,
111.438,5.399416,-1.698598,-7.398718,0.007202258,-0.4212101,20.34401,1.47E-08,-45.52195,8.599214,0,
111.5,5.199256,-1.748189,-7.048524,-0.4681468,-0.4151986,20.34401,1.47E-08,-45.00613,9.154294,0,
111.563,4.949245,-1.4988,-7.248417,-0.4681468,-0.3682655,20.34401,1.47E-08,-44.48611,9.667308,0,
111.625,4.149359,-1.198384,-7.398718,-0.4681468,-0.2985761,20.34401,1.47E-08,-43.96594,10.15103,0,
111.688,3.949199,-0.9482773,-7.398718,-0.4681468,-0.218299,20.34401,1.47E-08,-43.46131,10.63572,0,
111.75,3.949199,-0.3481643,-7.598611,-0.4681468,-0.1396316,20.34401,1.47E-08,-42.98092,11.11518,0,
111.813,4.048901,-0.1483662,-8.04799,-0.4681468,-0.06672592,20.34401,1.47E-08,-42.54098,11.59004,0,
111.875,3.849496,-0.2482652,-8.148699,-0.4681468,-0.005686632,20.34401,1.47E-08,-42.14431,12.05225,0,
111.938,3.949199,-0.5982713,-8.548486,-0.4681468,0.04343211,20.34401,1.47E-08,-41.79506,12.50904,0,
112,4.048901,-0.9985862,-8.498131,-0.4681468,0.05668583,20.34401,1.47E-08,-41.48639,12.93112,0,
112.063,3.749039,-0.8483783,-8.648432,-0.4681468,0.04014028,20.34401,1.47E-08,-41.20091,13.31415,0,
112.125,3.749039,-1.398182,-8.797971,-0.4681468,-0.004118838,20.34401,1.47E-08,-40.93866,13.68934,0,
112.188,3.548878,-1.398182,-8.948272,-0.4681468,-0.06397813,20.34401,1.47E-08,-40.69121,14.03646,0,
112.25,3.499027,-0.8483783,-8.698024,-0.4681468,-0.1373448,20.34401,1.47E-08,-40.45781,14.35867,0,
112.313,4.099508,-0.9985862,-8.498131,-0.4681468,-0.1842143,20.34401,1.47E-08,-40.2275,14.67294,0,
112.375,3.79889,-1.398182,-8.89868,-0.4681468,-0.2044489,20.34401,1.47E-08,-39.97721,14.99011,0,
112.438,3.449176,-1.748189,-9.098573,-0.4681468,-0.2018818,20.34401,1.47E-08,-39.7214,15.28898,0,
112.5,3.599485,-2.348302,-9.048219,-0.4681468,-0.1783377,20.34401,1.47E-08,-39.49105,15.55279,0,
112.563,3.849496,-1.898396,-8.698024,-0.4681468,-0.1355149,20.34401,1.47E-08,-39.30043,15.76652,0,
112.625,4.099508,-1.348592,-8.498131,-0.4681468,-0.09713061,20.34401,1.47E-08,-39.14682,15.9396,0,
112.688,4.19921,-0.8986872,-8.398184,-0.4681468,-0.06296468,20.34401,1.47E-08,-39.02492,16.08743,0,
112.75,4.249062,-1.248693,-8.548486,-0.4681468,-0.02282989,20.34401,1.47E-08,-38.93169,16.22474,0,
112.813,4.19921,-0.8483783,-8.797971,-0.4681468,0.0154788,20.34401,1.47E-08,-38.86415,16.36349,0,
112.875,3.699187,-0.1483662,-8.648432,-0.4681468,0.05001255,20.34401,1.47E-08,-38.83596,16.53008,0,
112.938,3.749039,-1.148794,-8.748379,-0.4681468,0.08495163,20.34401,1.47E-08,-38.86032,16.76857,0,
113,3.949199,-1.748189,-8.998627,-0.4681468,0.1204839,20.34401,1.47E-08,-38.93201,17.04548,0,
113.063,4.048901,-1.148794,-9.098573,-0.4681468,0.1548416,20.34401,1.47E-08,-39.04514,17.35386,0,
113.125,3.548878,-1.198384,-9.098573,-0.4681468,0.1922456,20.34401,1.47E-08,-39.18995,17.73096,0,
113.188,3.399325,-1.898396,-9.048219,-0.4681468,0.2349163,20.34401,1.47E-08,-39.36915,18.17276,0,
113.25,3.349474,-1.398182,-8.848325,-0.4681468,0.2829837,20.34401,1.47E-08,-39.57928,18.62716,0,
113.313,3.99905,-0.9482773,-8.748379,-0.4681468,0.3365427,20.34401,1.47E-08,-39.81452,19.10627,0,
113.375,4.899393,-0.9985862,-8.948272,-0.4681468,0.3856189,20.34401,1.47E-08,-40.05006,19.61443,0,
113.438,4.899393,-0.6981704,-8.348592,-0.4681468,0.4101469,20.16169,1.47E-08,-40.26105,20.14469,1,#5 Event Marker 
113.5,4.749084,-0.4487821,-8.348592,-0.4681468,0.4101444,19.79706,1.47E-08,-40.4374,20.70426,0,
113.563,4.449222,-0.2985741,-8.398184,-0.4681468,0.3756456,19.79706,1.47E-08,-40.58615,21.3146,0,
113.625,4.298913,-0.9482773,-8.298238,-0.4681468,0.3066495,19.79706,1.47E-08,-40.71889,21.97911,0,
113.688,4.149359,-2.048604,-8.398184,-0.4681468,0.2091805,19.79706,1.47E-08,-40.83813,22.65815,0,
113.75,3.99905,-2.648717,-8.698024,-0.4681468,0.119228,19.79706,1.47E-08,-40.94726,23.32305,0,
113.813,3.599485,-2.448201,-8.598077,-0.4681468,0.03670692,19.79706,1.47E-08,-41.04457,23.9875,0,
113.875,3.699187,-2.598409,-8.498131,-0.4681468,-0.01855378,19.79706,1.47E-08,-41.12061,24.63609,0,
113.938,3.79889,-1.848806,-8.248646,-0.4681468,-0.04670856,19.79706,1.47E-08,-41.17698,25.26245,0,
114,4.298913,-1.4988,-8.04799,-0.4681468,-0.04800026,19.79706,1.47E-08,-41.20633,25.89749,0,
114.063,4.699233,-1.448491,-7.548257,-0.4681468,-0.04856382,19.79706,1.47E-08,-41.18164,26.54233,0,
114.125,4.749084,-1.748189,-7.348363,-0.4681468,-0.0545511,19.79706,1.47E-08,-41.10568,27.18109,0,
114.188,4.649382,-1.598699,-7.598611,-0.4681468,-0.08010616,19.79706,1.47E-08,-40.99148,27.78799,0,
114.25,4.599531,-1.698598,-7.398718,-0.4681468,-0.1273943,19.79706,1.47E-08,-40.86029,28.36462,0,
114.313,4.649382,-2.498509,-7.248417,-0.4681468,-0.1965782,19.79706,1.47E-08,-40.70543,28.90447,0,
