Seconds,AccX,AccY,AccZ,Depth,ProcessedAccY,Stroke Rate,Glide Controller,Stroke Detected,Comment
105.75,5.199256,1.799306,-8.848325,-0.4681468,1.078942,39.5859,1.47E-08,0,
105.813,5.399416,1.349401,-8.748379,-0.4681468,0.997123,39.5859,1.47E-08,0,
105.875,5.54897,1.649098,-8.598077,-0.4681468,0.8371354,39.5859,1.47E-08,0,
105.938,5.848833,1.748997,-8.448539,-0.4681468,0.6070488,39.5859,1.47E-08,0,
106,5.899439,1.048985,-8.598077,-0.4681468,0.3308737,39.5859,1.47E-08,0,
106.063,5.899439,0.4495908,-8.797971,-0.4681468,0.02861042,39.5859,1.47E-08,0,
106.125,5.798981,-0.3984732,-8.748379,-0.4681468,-0.2539842,39.5859,1.47E-08,0,
106.188,5.699279,-0.6485802,-8.298238,-0.4681468,-0.4552913,39.5859,1.47E-08,0,
106.25,5.699279,-0.7987881,-8.148699,-0.4681468,-0.5795856,39.5859,1.47E-08,0,
106.313,5.699279,-0.3984732,-8.04799,-0.4681468,-0.64116,39.5859,1.47E-08,0,
106.375,5.848833,-0.9985862,-7.998398,-0.4681468,-0.6423847,39.5859,1.47E-08,0,
106.438,5.94929,-0.8483783,-7.798505,-0.4681468,-0.6055378,39.5859,1.47E-08,0,
106.5,5.298959,-0.3984732,-7.848096,-0.4681468,-0.5569481,39.5859,1.47E-08,0,
106.563,5.399416,-0.4983722,-7.898451,-0.4681468,-0.4950718,39.5859,1.47E-08,0,
106.625,5.298959,-0.5486811,-7.898451,-0.4681468,-0.4164279,39.5859,1.47E-08,0,
106.688,5.34881,-0.8986872,-8.148699,-0.4681468,-0.3295476,39.5859,1.47E-08,0,
106.75,5.449268,-0.9482773,-8.098344,-0.4681468,-0.2330377,39.5859,1.47E-08,0,
106.813,5.199256,-0.6485802,-8.198291,-0.4681468,-0.1314764,39.5859,1.47E-08,0,
106.875,4.999096,-0.6981704,-8.598077,-0.4681468,-0.02943125,39.5859,1.47E-08,0,
106.938,4.849542,-0.04846713,-8.797971,-0.4681468,0.06852065,39.5859,1.47E-08,0,
107,4.798936,-0.7987881,-8.598077,-0.4681468,0.1597097,39.5859,1.47E-08,0,
107.063,4.349519,-1.348592,-9.398413,-0.4681468,0.2315116,39.5859,1.47E-08,0,
107.125,4.249062,-0.4487821,-9.348058,-0.4681468,0.2712395,38.7238,1.47E-08,1,#5 Event Marker 
107.188,4.999096,0.000404349,-9.248112,-0.4681468,0.2662226,36.99961,1.47E-08,0,
107.25,4.849542,-0.4487821,-9.148165,-0.4681468,0.2197906,36.99961,1.47E-08,0,
107.313,5.149405,-0.1483662,-8.398184,-0.4681468,0.129436,36.99961,1.47E-08,0,
107.375,5.848833,-1.048176,-9.148165,-0.4681468,0.01460427,36.99961,1.47E-08,0,
107.438,6.799027,-1.698598,-9.098573,-0.4681468,-0.1051448,36.99961,1.47E-08,0,
107.5,6.848878,-1.948705,-7.998398,0.007202258,-0.202271,36.99961,1.47E-08,0,
107.563,7.09889,-2.498509,-7.848096,0.007202258,-0.279228,36.99961,1.47E-08,0,
107.625,7.598913,-2.248402,-7.098116,0.007202258,-0.3205106,36.99961,1.47E-08,0,
107.688,6.848878,-1.698598,-6.798276,0.007202258,-0.3325409,36.99961,1.47E-08,0,
107.75,6.249153,-2.048604,-6.648737,0.007202258,-0.3157176,36.99961,1.47E-08,0,
107.813,6.149451,-1.948705,-6.698329,0.007202258,-0.2843267,36.99961,1.47E-08,0,
107.875,6.399462,-2.498509,-6.948577,0.007202258,-0.2344801,36.99961,1.47E-08,0,
107.938,6.848878,-2.648717,-6.848631,0.007202258,-0.1742415,36.99961,1.47E-08,0,
108,6.949336,-2.448201,-6.848631,0.007202258,-0.1115889,36.99961,1.47E-08,0,
108.063,6.799027,-1.698598,-6.398489,0.007202258,-0.0544623,36.99961,1.47E-08,0,
108.125,6.699325,-1.598699,-6.498436,0.007202258,-0.002813831,36.99961,1.47E-08,0,
108.188,6.899485,-1.598699,-6.998169,0.007202258,0.03934837,36.99961,1.47E-08,0,
108.25,6.499165,-1.698598,-7.14847,0.007202258,0.06814748,36.99961,1.47E-08,0,
108.313,5.899439,-1.848806,-6.698329,0.007202258,0.09375748,36.99961,1.47E-08,0,
108.375,6.299004,-1.748189,-5.6981,0.007202258,0.1144436,36.99961,1.47E-08,0,
108.438,5.649428,-1.4988,-6.698329,0.007202258,0.1425916,36.99961,1.47E-08,0,
108.5,6.048993,-1.4988,-6.748684,0.007202258,0.1787089,36.99961,1.47E-08,0,
108.563,6.348856,-1.348592,-7.048524,0.007202258,0.2253027,36.99961,1.47E-08,0,
108.625,6.299004,-1.298283,-7.298009,0.007202258,0.2709061,36.99961,1.47E-08,0,
108.688,6.149451,-0.9985862,-7.198062,0.007202258,0.3160301,36.99961,1.47E-08,0,
108.75,5.899439,-0.6485802,-7.198062,0.007202258,0.3372135,36.10418,1.47E-08,1,#5 Event Marker 
108.813,5.74913,-0.3984732,-7.398718,0.007202258,0.3330001,34.31333,1.47E-08,0,
108.875,5.598821,-0.8483783,-7.698558,0.007202258,0.3039482,34.31333,1.47E-08,0,
108.938,4.749084,-0.8986872,-7.848096,0.007202258,0.2566399,34.31333,1.47E-08,0,
109,4.749084,-0.8986872,-7.698558,0.007202258,0.2037394,34.31333,1.47E-08,0,
109.063,4.599531,-0.4983722,-8.148699,0.007202258,0.1618991,34.31333,1.47E-08,0,
109.125,4.548924,-0.3984732,-8.248646,0.007202258,0.1317586,34.31333,1.47E-08,0,
109.188,4.099508,-0.8986872,-8.198291,0.007202258,0.1099812,34.31333,1.47E-08,0,
109.25,3.699187,-1.098485,-8.797971,0.007202258,0.08518976,34.31333,1.47E-08,0,
109.313,3.749039,-1.098485,-9.248112,0.007202258,0.04998127,34.31333,1.47E-08,0,
109.375,4.949245,-0.5982713,-8.698024,0.007202258,-0.003080398,34.31333,1.47E-08,0,
109.438,4.999096,-0.3984732,-8.598077,0.007202258,-0.07146181,34.31333,1.47E-08,0,
109.5,5.449268,0.2490739,-8.89868,-0.4681468,-0.1506979,34.31333,1.47E-08,0,
109.563,5.848833,0.2993828,-8.248646,-0.4681468,-0.2163165,34.31333,1.47E-08,0,
109.625,5.74913,0.000404349,-7.798505,-0.4681468,-0.2819486,34.31333,1.47E-08,0,
109.688,5.598821,-1.298283,-8.04799,-0.4681468,-0.3432384,34.31333,1.47E-08,0,
109.75,5.598821,-1.248693,-7.248417,-0.4681468,-0.3998604,34.31333,1.47E-08,0,
109.813,5.649428,-1.198384,-6.648737,-0.4681468,-0.4435143,34.31333,1.47E-08,0,
109.875,6.199302,-0.5982713,-6.548028,-0.4681468,-0.4799742,34.31333,1.47E-08,0,
109.938,6.749176,-0.6981704,-6.548028,-0.4681468,-0.4950014,34.31333,1.47E-08,0,
110,6.899485,-0.6981704,-6.548028,-0.4681468,-0.4685335,34.31333,1.47E-08,0,
110.063,6.399462,-0.7484792,-6.598383,-0.4681468,-0.3905305,34.31333,1.47E-08,0,
110.125,6.499165,-0.4487821,-6.498436,-0.4681468,-0.2709992,34.31333,1.47E-08,0,
110.188,6.549016,0.348973,-6.198596,-0.4681468,-0.1219929,34.31333,1.47E-08,0,
110.25,6.098844,1.199193,-6.648737,-0.4681468,0.05233134,34.31333,1.47E-08,0,
110.313,5.899439,0.3992819,-7.248417,-0.4681468,0.2119738,34.31333,1.47E-08,0,
110.375,5.34881,0.8994959,-7.298009,-0.4681468,0.3288397,34.31333,1.47E-08,0,
110.438,4.899393,0.09958471,-7.848096,-0.4681468,0.3987462,34.31333,1.47E-08,0,
110.5,4.599531,-0.3984732,-8.398184,0.007202258,0.4274818,29.65689,1.47E-08,1,#5 Event Marker 
110.563,4.399371,0.4991809,-9.048219,0.007202258,0.4208095,20.34401,1.47E-08,0,
110.625,4.399371,0.8994959,-9.547951,0.007202258,0.3983514,20.34401,1.47E-08,0,
110.688,4.249062,0.8994959,-9.998093,0.007202258,0.3836675,20.34401,1.47E-08,0,
110.75,3.749039,0.1994838,-9.948501,0.007202258,0.3803872,20.34401,1.47E-08,0,
110.813,3.298867,-0.1483662,-9.398413,0.007202258,0.3821301,20.34401,1.47E-08,0,
110.875,3.99905,-0.2985741,-9.298466,0.007202258,0.3744888,20.34401,1.47E-08,0,
110.938,4.599531,-0.7484792,-9.19852,0.007202258,0.3570836,20.34401,1.47E-08,0,
111,4.999096,0.000404349,-8.89868,0.007202258,0.3076095,20.34401,1.47E-08,0,
111.063,5.449268,0.1994838,-8.498131,0.007202258,0.2176252,20.34401,1.47E-08,0,
111.125,5.34881,0.5494898,-8.198291,0.007202258,0.09868564,20.34401,1.47E-08,0,
111.188,4.999096,0.1491749,-8.198291,0.007202258,-0.03356976,20.34401,1.47E-08,0,
111.25,5.399416,-0.2985741,-7.648203,0.007202258,-0.1795347,20.34401,1.47E-08,0,
111.313,5.34881,-1.148794,-7.198062,0.007202258,-0.3056168,20.34401,1.47E-08,0,
111.375,5.149405,-1.248693,-7.298009,0.007202258,-0.3860983,20.34401,1.47E-08,0,
111.438,5.399416,-1.698598,-7.398718,0.007202258,-0.4212101,20.34401,1.47E-08,0,
111.5,5.199256,-1.748189,-7.048524,-0.4681468,-0.4151986,20.34401,1.47E-08,0,
111.563,4.949245,-1.4988,-7.248417,-0.4681468,-0.3682655,20.34401,1.47E-08,0,
111.625,4.149359,-1.198384,-7.398718,-0.4681468,-0.2985761,20.34401,1.47E-08,0,
111.688,3.949199,-0.9482773,-7.398718,-0.4681468,-0.218299,20.34401,1.47E-08,0,
111.75,3.949199,-0.3481643,-7.598611,-0.4681468,-0.1396316,20.34401,1.47E-08,0,
111.813,4.048901,-0.1483662,-8.04799,-0.4681468,-0.06672592,20.34401,1.47E-08,0,
111.875,3.849496,-0.2482652,-8.148699,-0.4681468,-0.005686632,20.34401,1.47E-08,0,
111.938,3.949199,-0.5982713,-8.548486,-0.4681468,0.04343211,20.34401,1.47E-08,0,
112,4.048901,-0.9985862,-8.498131,-0.4681468,0.05668583,20.34401,1.47E-08,0,
112.063,3.749039,-0.8483783,-8.648432,-0.4681468,0.04014028,20.34401,1.47E-08,0,
112.125,3.749039,-1.398182,-8.797971,-0.4681468,-0.004118838,20.34401,1.47E-08,0,
112.188,3.548878,-1.398182,-8.948272,-0.4681468,-0.06397813,20.34401,1.47E-08,0,
112.25,3.499027,-0.8483783,-8.698024,-0.4681468,-0.1373448,20.34401,1.47E-08,0,
112.313,4.099508,-0.9985862,-8.498131,-0.4681468,-0.1842143,20.34401,1.47E-08,0,
112.375,3.79889,-1.398182,-8.89868,-0.4681468,-0.2044489,20.34401,1.47E-08,0,
112.438,3.449176,-1.748189,-9.098573,-0.4681468,-0.2018818,20.34401,1.47E-08,0,
112.5,3.599485,-2.348302,-9.048219,-0.4681468,-0.1783377,20.34401,1.47E-08,0,
112.563,3.849496,-1.898396,-8.698024,-0.4681468,-0.1355149,20.34401,1.47E-08,0,
112.625,4.099508,-1.348592,-8.498131,-0.4681468,-0.09713061,20.34401,1.47E-08,0,
112.688,4.19921,-0.8986872,-8.398184,-0.4681468,-0.06296468,20.34401,1.47E-08,0,
112.75,4.249062,-1.248693,-8.548486,-0.4681468,-0.02282989,20.34401,1.47E-08,0,
112.813,4.19921,-0.8483783,-8.797971,-0.4681468,0.0154788,20.34401,1.47E-08,0,
112.875,3.699187,-0.1483662,-8.648432,-0.4681468,0.05001255,20.34401,1.47E-08,0,
112.938,3.749039,-1.148794,-8.748379,-0.4681468,0.08495163,20.34401,1.47E-08,0,
113,3.949199,-1.748189,-8.998627,-0.4681468,0.1204839,20.34401,1.47E-08,0,
113.063,4.048901,-1.148794,-9.098573,-0.4681468,0.1548416,20.34401,1.47E-08,0,
113.125,3.548878,-1.198384,-9.098573,-0.4681468,0.1922456,20.34401,1.47E-08,0,
113.188,3.399325,-1.898396,-9.048219,-0.4681468,0.2349163,20.34401,1.47E-08,0,
113.25,3.349474,-1.398182,-8.848325,-0.4681468,0.2829837,20.34401,1.47E-08,0,
113.313,3.99905,-0.9482773,-8.748379,-0.4681468,0.3365427,20.34401,1.47E-08,0,
113.375,4.899393,-0.9985862,-8.948272,-0.4681468,0.3856189,20.34401,1.47E-08,0,
113.438,4.899393,-0.6981704,-8.348592,-0.4681468,0.4101469,20.16169,1.47E-08,1,#5 Event Marker 
113.5,4.749084,-0.4487821,-8.348592,-0.4681468,0.4101444,19.79706,1.47E-08,0,
113.563,4.449222,-0.2985741,-8.398184,-0.4681468,0.3756456,19.79706,1.47E-08,0,
113.625,4.298913,-0.9482773,-8.298238,-0.4681468,0.3066495,19.79706,1.47E-08,0,
113.688,4.149359,-2.048604,-8.398184,-0.4681468,0.2091805,19.79706,1.47E-08,0,
113.75,3.99905,-2.648717,-8.698024,-0.4681468,0.119228,19.79706,1.47E-08,0,
113.813,3.599485,-2.448201,-8.598077,-0.4681468,0.03670692,19.79706,1.47E-08,0,
113.875,3.699187,-2.598409,-8.498131,-0.4681468,-0.01855378,19.79706,1.47E-08,0,
113.938,3.79889,-1.848806,-8.248646,-0.4681468,-0.04670856,19.79706,1.47E-08,0,
114,4.298913,-1.4988,-8.04799,-0.4681468,-0.04800026,19.79706,1.47E-08,0,
114.063,4.699233,-1.448491,-7.548257,-0.4681468,-0.04856382,19.79706,1.47E-08,0,
114.125,4.749084,-1.748189,-7.348363,-0.4681468,-0.0545511,19.79706,1.47E-08,0,
114.188,4.649382,-1.598699,-7.598611,-0.4681468,-0.08010616,19.79706,1.47E-08,0,
114.25,4.599531,-1.698598,-7.398718,-0.4681468,-0.1273943,19.79706,1.47E-08,0,
114.313,4.649382,-2.498509,-7.248417,-0.4681468,-0.1965782,19.79706,1.47E-08,0,
114.375,4.599531,-2.348302,-7.198062,-0.4681468,-0.2639022,19.79706,1.47E-08,0,
114.438,4.599531,-2.198812,-7.348363,-0.4681468,-0.317645,19.79706,1.47E-08,0,
114.5,4.399371,-2.448201,-7.198062,-0.4681468,-0.3520728,19.79706,1.47E-08,0,
114.563,4.099508,-2.798207,-7.298009,-0.4681468,-0.3634517,19.79706,1.47E-08,0,
114.625,3.749039,-3.248112,-7.498665,-0.4681468,-0.3519942,19.79706,1.47E-08,0,
114.688,3.499027,-3.448629,-7.848096,-0.4681468,-0.3298744,19.79706,1.47E-08,0,
114.75,3.749039,-2.698308,-8.098344,-0.4681468,-0.3032386,19.79706,1.47E-08,0,
114.813,3.599485,-2.548818,-8.04799,-0.4681468,-0.2721908,19.79706,1.47E-08,0,
114.875,3.349474,-2.498509,-8.098344,-0.4681468,-0.2388741,19.79706,1.47E-08,0,
114.938,3.298867,-2.498509,-8.398184,-0.4681468,-0.2034496,19.79706,1.47E-08,0,
115,3.449176,-2.348302,-8.398184,-0.4681468,-0.1700986,19.79706,1.47E-08,0,
115.063,3.749039,-2.548818,-8.248646,-0.4681468,-0.1329538,19.79706,1.47E-08,0,
115.125,3.749039,-1.948705,-8.148699,-0.4681468,-0.09220004,19.79706,1.47E-08,0,
115.188,4.399371,-1.748189,-8.948272,-0.4681468,-0.03789745,19.79706,1.47E-08,0,
115.25,4.149359,-2.048604,-8.89868,-0.4681468,0.02992979,19.79706,1.47E-08,0,
115.313,3.849496,-3.848225,-9.048219,-0.4681468,0.1032953,19.79706,1.47E-08,0,
115.375,2.349428,-3.298421,-9.148165,-0.4681468,0.170228,19.79706,1.47E-08,0,
115.438,2.049565,-3.198522,-9.298466,-0.4681468,0.2268128,19.79706,1.47E-08,0,
115.5,2.548833,-2.948415,-9.19852,-0.4681468,0.2530721,19.79706,1.47E-08,0,
115.563,2.44913,-2.298711,-9.948501,-0.4681468,0.2490483,19.79706,1.47E-08,0,
115.625,3.949199,-1.148794,-9.998093,-0.4681468,0.2348128,19.79706,1.47E-08,0,
115.688,4.499073,-0.8986872,-9.298466,-0.4681468,0.210445,19.79706,1.47E-08,0,
115.75,5.54897,-1.198384,-9.698253,-0.4681468,0.1780652,19.79706,1.47E-08,0,
115.813,4.999096,-1.698598,-9.848554,-0.4681468,0.1478468,19.79706,1.47E-08,0,
115.875,4.949245,-2.298711,-9.048219,-0.4681468,0.1199783,19.79706,1.47E-08,0,
115.938,5.048947,-2.448201,-8.89868,-0.4681468,0.08466966,19.79706,1.47E-08,0,
116,5.249107,-2.698308,-8.648432,-0.4681468,0.05409471,19.79706,1.47E-08,0,
116.063,4.899393,-2.798207,-8.398184,-0.4681468,0.03243455,19.79706,1.47E-08,0,
116.125,4.298913,-2.698308,-8.698024,-0.4681468,0.0338739,19.79706,1.47E-08,0,
116.188,4.499073,-3.148213,-9.148165,-0.4681468,0.05860315,19.79706,1.47E-08,0,
116.25,4.749084,-2.698308,-9.448005,-0.4681468,0.1067899,19.79706,1.47E-08,0,
116.313,4.599531,-2.348302,-9.49836,-0.4681468,0.1726747,19.79706,1.47E-08,0,
116.375,4.399371,-1.848806,-9.298466,-0.4681468,0.2484928,19.79706,1.47E-08,0,
116.438,4.399371,-1.798497,-8.998627,-0.4681468,0.3064663,19.79706,1.47E-08,0,
116.5,4.499073,-1.4988,-8.89868,-0.4681468,0.3288134,22.30738,1.47E-08,1,#5 Event Marker 
116.563,4.649382,-1.898396,-9.098573,-0.4681468,0.3057335,27.32802,1.47E-08,0,
116.625,4.849542,-1.948705,-8.998627,-0.4681468,0.2373888,27.32802,1.47E-08,0,
116.688,4.699233,-1.998295,-8.797971,-0.4681468,0.127919,27.32802,1.47E-08,0,
116.75,4.649382,-2.448201,-8.748379,-0.4681468,-0.008544371,27.32802,1.47E-08,0,
116.813,5.098798,-2.698308,-8.548486,-0.4681468,-0.1358983,27.32802,1.47E-08,0,
116.875,5.34881,-2.748616,-8.398184,-0.4681468,-0.2340188,27.32802,1.47E-08,0,
116.938,5.54897,-2.898824,-8.098344,-0.4681468,-0.302807,27.32802,1.47E-08,0,
117,5.499119,-2.698308,-7.998398,-0.4681468,-0.3362106,27.32802,1.47E-08,0,
117.063,5.249107,-2.848516,-8.04799,-0.4681468,-0.3342008,27.32802,1.47E-08,0,
117.125,4.899393,-3.148213,-7.998398,-0.4681468,-0.3127519,27.32802,1.47E-08,0,
117.188,4.599531,-2.748616,-7.798505,-0.4681468,-0.2818973,27.32802,1.47E-08,0,
117.25,4.899393,-2.548818,-7.44831,-0.4681468,-0.2416907,27.32802,1.47E-08,0,
117.313,4.849542,-2.39861,-7.44831,-0.4681468,-0.2041598,27.32802,1.47E-08,0,
117.375,5.34881,-2.548818,-7.648203,-0.4681468,-0.1693614,27.32802,1.47E-08,0,
117.438,5.34881,-2.498509,-7.648203,-0.4681468,-0.1414085,27.32802,1.47E-08,0,
117.5,5.598821,-2.448201,-7.598611,-0.4681468,-0.1204098,27.32802,1.47E-08,0,
117.563,5.54897,-2.248402,-7.698558,-0.4681468,-0.1065039,27.32802,1.47E-08,0,
117.625,5.449268,-2.048604,-7.848096,-0.4681468,-0.0939121,27.32802,1.47E-08,0,
117.688,5.34881,-2.198812,-7.998398,-0.4681468,-0.08486777,27.32802,1.47E-08,0,
117.75,4.798936,-2.498509,-8.298238,-0.4681468,-0.07759376,27.32802,1.47E-08,0,
117.813,4.599531,-2.698308,-8.498131,-0.4681468,-0.07233598,27.32802,1.47E-08,0,
117.875,4.19921,-2.998723,-8.198291,-0.4681468,-0.06933557,27.32802,1.47E-08,0,
117.938,3.548878,-3.048314,-8.198291,-0.4681468,-0.06474264,27.32802,1.47E-08,0,
118,3.349474,-2.648717,-8.498131,-0.4681468,-0.05276408,27.32802,1.47E-08,0,
118.063,3.199165,-2.548818,-8.797971,-0.4681468,-0.03160597,27.32802,1.47E-08,0,
118.125,3.199165,-2.448201,-8.998627,-0.4681468,-0.001501249,27.32802,1.47E-08,0,
118.188,3.899348,-1.998295,-8.848325,-0.4681468,0.03725856,27.32802,1.47E-08,0,
118.25,4.298913,-2.798207,-8.698024,-0.4681468,0.07830338,27.32802,1.47E-08,0,
118.313,4.149359,-2.39861,-8.648432,-0.4681468,0.1153702,27.32802,1.47E-08,0,
118.375,4.298913,-2.348302,-8.948272,-0.4681468,0.1541698,27.32802,1.47E-08,0,
118.438,5.298959,-1.798497,-8.298238,-0.4681468,0.1944678,27.32802,1.47E-08,0,
118.5,5.54897,-1.998295,-7.498665,-0.4681468,0.2361458,27.32802,1.47E-08,0,
118.563,5.649428,-2.298711,-7.248417,-0.4681468,0.2731056,27.32802,1.47E-08,0,
118.625,6.149451,-2.048604,-7.098116,-0.4681468,0.3072044,27.32802,1.47E-08,0,
118.688,5.848833,-3.148213,-7.248417,-0.4681468,0.3203255,24.16791,1.47E-08,1,#5 Event Marker 
118.75,5.699279,-2.998723,-7.14847,-0.4681468,0.3123078,17.84769,1.47E-08,0,
118.813,4.949245,-2.048604,-7.198062,-0.4681468,0.282988,17.84769,1.47E-08,0,
118.875,5.249107,-1.598699,-7.298009,-0.4681468,0.25226,17.84769,1.47E-08,0,
118.938,5.499119,-1.848806,-7.548257,-0.4681468,0.2200438,17.84769,1.47E-08,0,
119,4.749084,-2.198812,-7.348363,-0.4681468,0.1903079,17.84769,1.47E-08,0,
119.063,4.749084,-2.498509,-7.698558,-0.4681468,0.1631572,17.84769,1.47E-08,0,
119.125,4.899393,-2.198812,-7.848096,-0.4681468,0.1386754,17.84769,1.47E-08,0,
119.188,4.849542,-2.548818,-7.948043,-0.4681468,0.09894974,17.84769,1.47E-08,0,
119.25,4.899393,-2.048604,-7.798505,-0.4681468,0.04410668,17.84769,1.47E-08,0,
119.313,4.798936,-2.048604,-7.698558,-0.4681468,-0.01373951,17.84769,1.47E-08,0,
119.375,4.899393,-2.39861,-7.998398,-0.4681468,-0.07647102,17.84769,1.47E-08,0,
119.438,4.749084,-1.648289,-7.898451,-0.4681468,-0.1439312,17.84769,1.47E-08,0,
119.5,4.999096,-1.54839,-7.74815,0.007202258,-0.2079382,17.84769,1.47E-08,0,
119.563,5.199256,-2.348302,-7.698558,0.007202258,-0.2682594,17.84769,1.47E-08,0,
119.625,5.249107,-2.248402,-7.498665,0.007202258,-0.3305632,17.84769,1.47E-08,0,
119.688,5.048947,-2.198812,-7.298009,0.007202258,-0.3825618,17.84769,1.47E-08,0,
119.75,5.149405,-1.998295,-7.298009,0.007202258,-0.4119587,17.84769,1.47E-08,0,
119.813,5.499119,-2.248402,-7.348363,0.007202258,-0.4124075,17.84769,1.47E-08,0,
119.875,5.54897,-2.298711,-7.248417,0.007202258,-0.3816201,17.84769,1.47E-08,0,
119.938,5.199256,-2.298711,-6.998169,0.007202258,-0.3153234,17.84769,1.47E-08,0,
120,5.098798,-1.698598,-6.848631,0.007202258,-0.221218,17.84769,1.47E-08,0,
120.063,4.999096,-1.448491,-6.798276,0.007202258,-0.1229467,17.84769,1.47E-08,0,
120.125,5.048947,-1.298283,-6.948577,0.007202258,-0.03419589,17.84769,1.47E-08,0,
120.188,5.249107,-1.398182,-6.798276,0.007202258,0.0433967,17.84769,1.47E-08,0,
120.25,5.399416,-0.8483783,-6.748684,0.007202258,0.10216,17.84769,1.47E-08,0,
120.313,5.699279,-1.048176,-6.848631,0.007202258,0.1304012,17.84769,1.47E-08,0,
120.375,5.598821,-1.048176,-6.798276,0.007202258,0.1383968,17.84769,1.47E-08,0,
120.438,5.399416,-0.8986872,-6.798276,0.007202258,0.128385,17.84769,1.47E-08,0,
120.5,4.649382,-0.9482773,-7.198062,0.007202258,0.100617,17.84769,1.47E-08,0,
120.563,4.749084,-0.5486811,-7.298009,0.007202258,0.0713578,17.84769,1.47E-08,0,
120.625,4.849542,-0.4487821,-7.44831,0.007202258,0.05283839,17.84769,1.47E-08,0,
120.688,4.749084,-0.5982713,-7.74815,0.007202258,0.04726347,17.84769,1.47E-08,0,
120.75,4.499073,-0.3481643,-7.898451,0.007202258,0.04487273,17.84769,1.47E-08,0,
120.813,4.349519,-0.9482773,-7.998398,0.007202258,0.04380519,17.84769,1.47E-08,0,
120.875,4.399371,-1.348592,-8.298238,0.007202258,0.02009983,17.84769,1.47E-08,0,
120.938,4.19921,-1.298283,-8.598077,0.007202258,-0.03017389,17.84769,1.47E-08,0,
121,4.19921,-0.9482773,-8.648432,0.007202258,-0.1010491,17.84769,1.47E-08,0,
121.063,4.349519,-0.1986751,-8.698024,0.007202258,-0.1585321,17.84769,1.47E-08,0,
121.125,4.298913,-0.1986751,-8.797971,0.007202258,-0.1946436,17.84769,1.47E-08,0,
121.188,4.149359,-0.5486811,-8.548486,0.007202258,-0.197366,17.84769,1.47E-08,0,
121.25,4.19921,-1.048176,-8.548486,0.007202258,-0.1647457,17.84769,1.47E-08,0,
121.313,4.649382,-1.298283,-8.498131,0.007202258,-0.1007688,17.84769,1.47E-08,0,
121.375,4.949245,-1.148794,-8.248646,0.007202258,-0.02958449,17.84769,1.47E-08,0,
121.438,4.999096,-0.8483783,-7.848096,0.007202258,0.03665697,17.84769,1.47E-08,0,
121.5,4.949245,-0.6981704,-7.998398,-0.4681468,0.09972319,17.84769,1.47E-08,0,
121.563,5.098798,-0.1986751,-8.398184,-0.4681468,0.1633668,17.84769,1.47E-08,0,
121.625,5.199256,-0.2985741,-8.498131,-0.4681468,0.2213443,17.84769,1.47E-08,0,
121.688,5.149405,-0.3481643,-8.248646,-0.4681468,0.2774353,17.84769,1.47E-08,0,
121.75,5.098798,-0.09877601,-7.948043,-0.4681468,0.3374329,17.84769,1.47E-08,0,
121.813,4.849542,-0.3481643,-8.04799,-0.4681468,0.3971695,17.84769,1.47E-08,0,
121.875,4.649382,-0.3984732,-8.04799,-0.4681468,0.446487,17.84769,1.47E-08,0,
121.938,4.899393,-0.1483662,-7.948043,-0.4681468,0.4871006,17.84769,1.47E-08,0,
122,5.149405,0.09958471,-7.998398,-0.4681468,0.5167683,17.84769,1.47E-08,0,
122.063,5.249107,0.6989791,-8.248646,-0.4681468,0.5272145,23.42973,1.47E-08,1,#5 Event Marker 
122.125,5.048947,0.7995968,-8.748379,-0.4681468,0.5121306,34.59381,1.47E-08,0,
122.188,5.098798,0.8994959,-8.548486,-0.4681468,0.4712395,34.59381,1.47E-08,0,
122.25,4.949245,0.3992819,-8.598077,-0.4681468,0.38837,34.59381,1.47E-08,0,
122.313,4.849542,-0.3481643,-8.89868,-0.4681468,0.2593341,34.59381,1.47E-08,0,
122.375,4.699233,-0.7484792,-9.098573,-0.4681468,0.09395406,34.59381,1.47E-08,0,
122.438,4.548924,-0.5486811,-9.49836,-0.4681468,-0.09186507,34.59381,1.47E-08,0,
122.5,4.298913,-1.198384,-9.948501,0.007202258,-0.2842847,34.59381,1.47E-08,0,
122.563,4.499073,-2.148503,-10.14839,0.007202258,-0.4474653,34.59381,1.47E-08,0,
122.625,4.649382,-1.4988,-9.848554,0.007202258,-0.5695182,34.59381,1.47E-08,0,
122.688,4.499073,-1.348592,-9.398413,0.007202258,-0.6465009,34.59381,1.47E-08,0,
122.75,4.548924,-2.048604,-9.547951,0.007202258,-0.6844762,34.59381,1.47E-08,0,
122.813,4.349519,-2.39861,-9.698253,0.007202258,-0.6914386,34.59381,1.47E-08,0,
122.875,4.548924,-1.898396,-9.098573,0.007202258,-0.6833446,34.59381,1.47E-08,0,
122.938,5.649428,-1.948705,-8.948272,0.007202258,-0.662163,34.59381,1.47E-08,0,
123,6.848878,-1.448491,-8.348592,0.007202258,-0.6238627,34.59381,1.47E-08,0,
123.063,6.799027,-1.298283,-7.798505,0.007202258,-0.5664344,34.59381,1.47E-08,0,
123.125,6.449313,-1.398182,-7.498665,0.007202258,-0.4838007,34.59381,1.47E-08,0,
123.188,5.999142,-1.4988,-7.598611,0.007202258,-0.3778813,34.59381,1.47E-08,0,
123.25,5.899439,-0.8986872,-6.848631,0.007202258,-0.2525289,34.59381,1.47E-08,0,
