Seconds,AccX,AccY,AccZ,Depth,ProcessedAccY,Stroke Rate,Glide Controller,Stroke Detected,Comment
602.875,-6.948581,-3.148213,-5.848402,348.4813,-0.03674568,0.1484461,1,0,
602.938,-6.998432,-3.198522,-5.848402,348.4813,-0.0390556,0.1484461,1,0,
603,-6.998432,-3.148213,-5.848402,348.4813,-0.03972277,0.1484461,1,0,
603.063,-7.048283,-3.148213,-5.898756,348.4813,-0.038742,0.1484461,1,0,
603.125,-6.998432,-3.198522,-5.848402,348.4813,-0.03610692,0.1484461,1,0,
603.188,-6.948581,-3.198522,-5.848402,348.4813,-0.0318148,0.1484461,1,0,
603.25,-6.948581,-3.198522,-5.848402,348.4813,-0.02787343,0.1484461,1,0,
603.313,-6.998432,-3.198522,-5.848402,348.4813,-0.024276,0.1484461,1,0,
603.375,-6.948581,-3.198522,-5.798047,348.4813,-0.02102465,0.1484461,1,0,
603.438,-6.948581,-3.298421,-5.898756,348.4813,-0.01810226,0.1484461,1,0,
603.5,-6.998432,-3.098623,-5.848402,348.9854,-0.0154858,0.1484461,1,0,
603.563,-6.89873,-3.248112,-5.798047,348.9854,-0.01314791,0.1484461,1,0,
603.625,-6.998432,-3.248112,-5.898756,348.9854,-0.01105214,0.1484461,1,0,
603.688,-6.89873,-3.198522,-5.848402,348.9854,-0.009162315,0.1484461,1,0,
603.75,-7.098135,-3.148213,-5.848402,348.9854,-0.005438048,0.1484461,1,0,
603.813,-6.848123,-3.098623,-5.898756,348.9854,0.000147434,0.1484461,1,0,
603.875,-6.998432,-3.34873,-5.848402,348.9854,0.007620378,0.1484461,1,0,
603.938,-6.848123,-3.198522,-5.848402,348.9854,0.01699482,0.1484461,1,0,
604,-6.998432,-3.198522,-5.898756,348.9854,0.02830139,0.1484461,1,0,
604.063,-6.948581,-3.198522,-5.898756,348.9854,0.03754875,0.1484461,1,0,
604.125,-7.098135,-2.948415,-5.898756,348.9854,0.04477133,0.1484461,1,0,
604.188,-6.89873,-3.098623,-5.898756,348.9854,0.05000835,0.1484461,1,0,
604.25,-6.948581,-3.148213,-5.998703,348.9854,0.05329698,0.1484461,1,0,
604.313,-6.89873,-3.148213,-5.948348,348.9854,0.05466289,0.1484461,1,0,
604.375,-6.948581,-2.998723,-5.998703,348.9854,0.05613971,0.1484461,1,0,
604.438,-6.798272,-3.148213,-5.998703,348.9854,0.05774495,0.1484461,1,0,
604.5,-6.848123,-3.148213,-5.998703,349.4752,0.05948274,0.1484461,1,0,
604.563,-6.798272,-3.148213,-5.998703,349.4752,0.06136817,0.1484461,1,0,
604.625,-6.848123,-3.148213,-5.998703,349.4752,0.0614037,0.1484461,1,0,
604.688,-6.748421,-3.098623,-5.998703,349.4752,0.05761899,0.1484461,1,0,
604.75,-6.798272,-3.148213,-5.998703,349.4752,0.05002831,0.1484461,1,0,
604.813,-6.748421,-3.098623,-6.048295,349.4752,0.03864315,0.1484461,1,0,
604.875,-6.848123,-3.248112,-6.048295,349.4752,0.02145136,0.1484461,1,0,
604.938,-6.798272,-3.198522,-5.998703,349.4752,0.002472558,0.1484461,1,0,
605,-6.848123,-3.248112,-6.048295,349.4752,-0.01634784,0.1484461,1,0,
605.063,-6.698569,-3.298421,-6.048295,349.4752,-0.03502949,0.1484461,1,0,
605.125,-6.698569,-3.298421,-5.998703,349.4752,-0.05358528,0.1484461,1,0,
605.188,-6.748421,-3.498219,-5.948348,349.4752,-0.06800396,0.1484461,1,0,
605.25,-6.798272,-3.248112,-5.998703,349.4752,-0.08031276,0.1484461,1,0,
605.313,-6.748421,-3.34873,-5.948348,349.4752,-0.08848555,0.1484461,1,0,
605.375,-6.798272,-3.39832,-5.948348,349.4752,-0.09253921,0.1484461,1,0,
605.438,-6.748421,-3.448629,-6.048295,349.4752,-0.09048599,0.1484461,1,0,
605.5,-6.698569,-3.34873,-6.048295,349.9793,-0.084366,0.1484461,1,0,
605.563,-6.748421,-3.34873,-5.948348,349.9793,-0.07219625,0.1484461,1,0,
605.625,-6.798272,-3.298421,-5.998703,349.9793,-0.05602278,0.1484461,1,0,
605.688,-6.798272,-3.448629,-6.048295,349.9793,-0.03587307,0.1484461,1,0,
605.75,-6.948581,-3.248112,-5.998703,349.9793,-0.0157977,0.1484461,1,0,
605.813,-6.748421,-3.098623,-6.048295,349.9793,0.006161952,0.1484461,1,0,
605.875,-6.848123,-3.098623,-5.998703,349.9793,0.02595717,0.1484461,1,0,
605.938,-6.698569,-3.198522,-5.948348,349.9793,0.04356367,0.1484461,1,0,
606,-6.748421,-3.198522,-6.048295,349.9793,0.0549579,0.1484461,1,0,
606.063,-6.698569,-3.39832,-5.998703,349.9793,0.06212473,0.1484461,1,0,
606.125,-6.748421,-3.198522,-5.998703,349.9793,0.06107129,0.1484461,1,0,
606.188,-6.748421,-3.298421,-6.048295,349.9793,0.05378542,0.1484461,1,0,
606.25,-6.89873,-3.298421,-6.048295,349.9793,0.04024999,0.1484461,1,0,
606.313,-6.698569,-3.34873,-6.048295,349.9793,0.02844394,0.1484461,1,0,
606.375,-6.798272,-3.198522,-5.998703,349.9793,0.01835719,0.1484461,1,0,
606.438,-6.698569,-3.198522,-6.048295,349.9793,0.01196586,0.1484461,1,0,
606.5,-6.798272,-3.298421,-6.048295,350.4835,0.009262943,0.1484461,1,0,
606.563,-6.748421,-3.298421,-6.048295,350.4835,0.01024061,0.1484461,1,0,
606.625,-6.798272,-3.34873,-5.998703,350.4835,0.008884564,0.1484461,1,0,
606.688,-6.648718,-3.248112,-5.998703,350.4835,0.005192079,0.1484461,1,0,
606.75,-6.748421,-3.34873,-5.948348,350.4835,-0.00083713,0.1484461,1,0,
606.813,-6.798272,-3.248112,-5.948348,350.4835,-0.009195436,0.1484461,1,0,
606.875,-6.798272,-3.39832,-6.048295,350.4835,-0.01987087,0.1484461,1,0,
606.938,-6.748421,-3.39832,-5.948348,350.4835,-0.02882379,0.1484461,1,0,
607,-6.798272,-3.248112,-5.998703,350.4835,-0.03603634,0.1484461,1,0,
607.063,-6.848123,-3.298421,-5.948348,350.4835,-0.03947829,0.1484461,1,0,
607.125,-6.748421,-3.39832,-5.948348,350.4835,-0.03913287,0.1484461,1,0,
607.188,-6.848123,-3.34873,-6.048295,350.4835,-0.03498243,0.1484461,1,0,
607.25,-6.798272,-3.34873,-5.948348,350.4835,-0.02901993,0.1484461,1,0,
607.313,-6.798272,-3.39832,-5.998703,350.4835,-0.0192141,0.1484461,1,0,
607.375,-6.698569,-3.39832,-5.998703,350.4835,-0.009564711,0.1484461,1,0,
607.438,-6.798272,-3.298421,-5.998703,350.4835,-4.47E-05,0.1484461,1,0,
607.5,-6.698569,-3.298421,-5.998703,350.9733,0.009374583,0.1484461,1,0,
607.563,-6.748421,-3.198522,-5.948348,350.9733,0.01872387,0.1484461,1,0,
607.625,-6.748421,-3.248112,-5.948348,350.9733,0.02599235,0.1484461,1,0,
607.688,-6.748421,-3.198522,-5.998703,350.9733,0.03123651,0.1484461,1,0,
607.75,-6.748421,-3.198522,-5.998703,350.9733,0.03646657,0.1484461,1,0,
607.813,-6.748421,-3.148213,-5.998703,350.9733,0.0397243,0.1484461,1,0,
607.875,-6.648718,-3.248112,-5.898756,350.9733,0.04103028,0.1484461,1,0,
607.938,-6.748421,-3.148213,-5.998703,350.9733,0.03845287,0.1484461,1,0,
608,-6.748421,-3.248112,-5.998703,350.9733,0.03598215,0.1484461,1,0,
608.063,-6.748421,-3.248112,-5.998703,350.9733,0.02967352,0.1484461,1,0,
608.125,-6.748421,-3.34873,-6.048295,350.9733,0.02351888,0.1484461,1,0,
608.188,-6.748421,-3.148213,-5.948348,350.9733,0.01553035,0.1484461,1,0,
608.25,-7.098135,-3.298421,-5.998703,350.9733,0.009725386,0.1484461,1,0,
608.313,-6.748421,-3.198522,-5.998703,350.9733,0.004139596,0.1484461,1,0,
608.375,-6.748421,-3.298421,-6.048295,350.9733,0.000772452,0.1484461,1,0,
608.438,-6.798272,-3.34873,-6.048295,350.9733,-0.004363758,0.1484461,1,0,
608.5,-6.748421,-3.198522,-5.998703,351.4774,-0.005223743,0.1484461,1,0,
608.563,-6.748421,-3.148213,-5.998703,351.4774,-0.005825944,0.1484461,1,0,
608.625,-6.748421,-3.248112,-5.998703,351.4774,-0.006164712,0.1484461,1,0,
608.688,-6.798272,-3.298421,-6.048295,351.4774,-0.008244566,0.1484461,1,0,
608.75,-6.648718,-3.39832,-5.998703,351.4774,-0.008031907,0.1484461,1,0,
608.813,-6.848123,-3.248112,-5.998703,351.4774,-0.01155707,0.1484461,1,0,
608.875,-6.698569,-3.198522,-5.948348,351.4774,-0.01680304,0.1484461,1,0,
608.938,-6.798272,-3.298421,-5.998703,351.4774,-0.02376864,0.1484461,1,0,
609,-6.748421,-3.298421,-5.948348,351.4774,-0.02843586,0.1484461,1,0,
609.063,-6.748421,-3.248112,-5.948348,351.4774,-0.03282459,0.1484461,1,0,
609.125,-6.848123,-3.148213,-5.948348,351.4774,-0.03493213,0.1484461,1,0,
609.188,-6.698569,-3.298421,-5.948348,351.4774,-0.03476849,0.1484461,1,0,
609.25,-6.848123,-3.39832,-5.998703,351.4774,-0.03234138,0.1484461,1,0,
609.313,-6.698569,-3.34873,-5.998703,351.4774,-0.02966931,0.1484461,1,0,
609.375,-6.648718,-3.248112,-5.948348,351.4774,-0.02675966,0.1484461,1,0,
609.438,-6.798272,-3.298421,-5.948348,351.4774,-0.02362105,0.1484461,1,0,
609.5,-6.798272,-3.548528,-5.948348,351.4774,-0.02026465,0.1484461,1,0,
609.563,-6.798272,-3.298421,-5.998703,351.4774,-0.01670777,0.1484461,1,0,
609.625,-6.89873,-3.448629,-5.948348,351.4774,-0.01296769,0.1484461,1,0,
609.688,-6.798272,-3.298421,-5.998703,351.4774,-0.009063039,0.1484461,1,0,
609.75,-6.748421,-3.248112,-5.948348,351.4774,-0.005012677,0.1484461,1,0,
609.813,-6.798272,-3.39832,-5.998703,351.4774,-0.000833699,0.1484461,1,0,
609.875,-6.798272,-3.298421,-5.998703,351.4774,0.003457355,0.1484461,1,0,
609.938,-6.798272,-3.34873,-5.998703,351.4774,0.007842513,0.1484461,1,0,
610,-6.748421,-3.298421,-6.048295,351.4774,0.01230297,0.1484461,1,0,
610.063,-6.748421,-3.298421,-5.998703,351.4774,0.01681868,0.1484461,1,0,
610.125,-6.848123,-3.448629,-5.948348,351.4774,0.02136573,0.1484461,1,0,
610.188,-6.598112,-3.298421,-5.998703,351.4774,0.02592244,0.1484461,1,0,
610.25,-6.748421,-3.298421,-5.948348,351.4774,0.03046721,0.1484461,1,0,
610.313,-6.798272,-3.298421,-6.048295,351.4774,0.0349785,0.1484461,1,0,
610.375,-6.798272,-3.39832,-5.998703,351.4774,0.03943622,0.1484461,1,0,
610.438,-6.798272,-3.448629,-5.948348,351.4774,0.04180695,0.1484461,1,0,
610.5,-6.748421,-3.248112,-5.998703,352.4857,0.04206748,0.1484461,1,0,
610.563,-6.748421,-3.248112,-5.998703,352.4857,0.04019422,0.1484461,1,0,
610.625,-6.698569,-3.198522,-5.998703,352.4857,0.03616382,0.1484461,1,0,
610.688,-6.698569,-3.34873,-5.998703,352.4857,0.02995109,0.1484461,1,0,
610.75,-6.698569,-3.39832,-5.998703,352.4857,0.02357768,0.1484461,1,0,
610.813,-6.748421,-3.198522,-5.998703,352.4857,0.01702634,0.1484461,1,0,
610.875,-6.798272,-3.248112,-5.998703,352.4857,0.01028125,0.1484461,1,0,
610.938,-6.748421,-3.39832,-6.048295,352.4857,0.003329133,0.1484461,1,0,
611,-6.698569,-3.39832,-5.998703,352.4857,-0.003844315,0.1484461,1,0,
611.063,-6.748421,-3.34873,-6.048295,352.4857,-0.009300608,0.1484461,1,0,
611.125,-6.798272,-3.448629,-6.048295,352.4857,-0.01305538,0.1484461,1,0,
611.188,-6.748421,-3.34873,-5.998703,352.4857,-0.0151223,0.1484461,1,0,
611.25,-6.798272,-3.498219,-6.048295,352.4857,-0.01551557,0.1484461,1,0,
611.313,-6.748421,-3.39832,-5.948348,352.4857,-0.01625259,0.1484461,1,0,
611.375,-6.698569,-3.498219,-5.998703,352.4857,-0.01931775,0.1484461,1,0,
611.438,-6.698569,-3.39832,-5.998703,352.4857,-0.02470866,0.1484461,1,0,
611.5,-6.748421,-3.298421,-5.948348,352.4857,-0.03040622,0.1484461,1,0,
611.563,-6.748421,-3.448629,-5.998703,352.4857,-0.03640316,0.1484461,1,0,
611.625,-6.748421,-3.698736,-6.048295,352.4857,-0.03866887,0.1484461,1,0,
611.688,-6.698569,-3.34873,-5.948348,352.4857,-0.03521201,0.1484461,1,0,
611.75,-6.648718,-3.298421,-5.948348,352.4857,-0.02602194,0.1484461,1,0,
611.813,-6.648718,-3.448629,-5.998703,352.4857,-0.01709706,0.1484461,1,0,
611.875,-6.698569,-3.448629,-6.048295,352.4857,-0.008417573,0.1484461,1,0,
611.938,-6.798272,-3.448629,-6.048295,352.4857,-0.001971957,0.1484461,1,0,
612,-6.648718,-3.34873,-5.998703,352.4857,0.000283017,0.1484461,1,0,
612.063,-6.698569,-3.39832,-5.998703,352.4857,0.000390175,0.1484461,1,0,
612.125,-6.748421,-3.298421,-5.998703,352.4857,0.004361189,0.1484461,1,0,
612.188,-6.648718,-3.298421,-5.998703,352.4857,0.01222635,0.1484461,1,0,
612.25,-6.748421,-3.298421,-6.09865,352.4857,0.02401702,0.1484461,1,0,
612.313,-6.748421,-3.39832,-6.048295,352.4857,0.03577012,0.1484461,1,0,
612.375,-6.648718,-3.39832,-6.048295,352.4857,0.04150849,0.1484461,1,0,
612.438,-6.698569,-3.298421,-6.048295,352.4857,0.03928474,0.1484461,1,0,
612.5,-6.89873,-3.548528,-6.09865,353.4796,0.03111917,0.1484461,1,0,
612.563,-6.748421,-3.298421,-5.998703,353.4796,0.01704778,0.1484461,1,0,
612.625,-6.698569,-3.298421,-6.048295,353.4796,0.003112735,0.1484461,1,0,
612.688,-6.698569,-3.39832,-6.048295,353.4796,-0.00665624,0.1484461,1,0,
612.75,-6.648718,-3.498219,-6.048295,353.4796,-0.01222948,0.1484461,1,0,
612.813,-6.698569,-3.298421,-5.998703,353.4796,-0.01556298,0.1484461,1,0,
612.875,-6.698569,-3.34873,-6.048295,353.4796,-0.01663093,0.1484461,1,0,
612.938,-6.798272,-3.39832,-5.998703,353.4796,-0.01742103,0.1484461,1,0,
613,-6.598112,-3.39832,-6.048295,353.4796,-0.01791219,0.1484461,1,0,
613.063,-6.698569,-3.34873,-5.948348,353.4796,-0.01610402,0.1484461,1,0,
613.125,-6.698569,-3.248112,-5.998703,353.4796,-0.01396908,0.1484461,1,0,
613.188,-6.698569,-3.39832,-6.048295,353.4796,-0.01349,0.1484461,1,0,
613.25,-6.648718,-3.39832,-5.998703,353.4796,-0.01466964,0.1484461,1,0,
613.313,-6.698569,-3.248112,-5.998703,353.4796,-0.0155328,0.1484461,1,0,
613.375,-6.698569,-3.298421,-5.948348,353.4796,-0.01807622,0.1484461,1,0,
613.438,-6.648718,-3.34873,-5.998703,353.4796,-0.02033274,0.1484461,1,0,
613.5,-6.798272,-3.448629,-6.048295,353.9838,-0.02033138,0.1484461,1,0,
613.563,-6.748421,-3.39832,-5.998703,353.9838,-0.01809474,0.1484461,1,0,
613.625,-6.698569,-3.34873,-5.948348,353.9838,-0.01563457,0.1484461,1,0,
613.688,-6.648718,-3.498219,-5.998703,353.9838,-0.01496973,0.1484461,1,0,
613.75,-6.648718,-3.39832,-5.998703,353.9838,-0.01614931,0.1484461,1,0,
613.813,-6.748421,-3.39832,-5.948348,353.9838,-0.01526105,0.1484461,1,0,
613.875,-6.798272,-3.34873,-5.998703,353.9838,-0.01236236,0.1484461,1,0,
613.938,-6.598112,-3.298421,-5.948348,353.9838,-0.00751359,0.1484461,1,0,
614,-6.848123,-3.34873,-5.948348,353.9838,0.001208659,0.1484461,1,0,
614.063,-6.698569,-3.498219,-5.898756,353.9838,0.0137573,0.1484461,1,0,
614.125,-6.698569,-3.648427,-5.898756,353.9838,0.02412555,0.1484461,1,0,
614.188,-6.848123,-3.39832,-5.998703,353.9838,0.03225699,0.1484461,1,0,
614.25,-6.798272,-3.34873,-5.898756,353.9838,0.03809294,0.1484461,1,0,
614.313,-6.798272,-3.34873,-5.948348,353.9838,0.04156539,0.1484461,1,0,
614.375,-6.798272,-3.34873,-5.898756,353.9838,0.04260333,0.1484461,1,0,
614.438,-6.748421,-3.39832,-5.948348,353.9838,0.04312462,0.1484461,1,0,
614.5,-6.948581,-3.34873,-5.948348,354.9777,0.04306723,0.1484461,1,0,
614.563,-6.748421,-3.39832,-5.898756,354.9777,0.04237655,0.1484461,1,0,
614.625,-6.798272,-3.34873,-5.998703,354.9777,0.04101942,0.1484461,1,0,
614.688,-6.798272,-3.248112,-5.948348,354.9777,0.03896093,0.1484461,1,0,
614.75,-6.748421,-3.448629,-5.998703,354.9777,0.0361731,0.1484461,1,0,
614.813,-6.748421,-3.498219,-5.948348,354.9777,0.03263316,0.1484461,1,0,
614.875,-6.798272,-3.198522,-5.948348,354.9777,0.02831753,0.1484461,1,0,
614.938,-6.748421,-3.498219,-5.948348,354.9777,0.0232055,0.1484461,1,0,
615,-6.798272,-3.34873,-5.948348,354.9777,0.01728847,0.1484461,1,0,
615.063,-6.798272,-3.34873,-5.948348,354.9777,0.01056751,0.1484461,1,0,
615.125,-6.748421,-3.39832,-5.948348,354.9777,0.003055544,0.1484461,1,0,
615.188,-6.698569,-3.34873,-5.998703,354.9777,-0.003200484,0.1484461,1,0,
615.25,-6.798272,-3.34873,-5.948348,354.9777,-0.008163465,0.1484461,1,0,
615.313,-7.098135,-3.148213,-5.848402,354.9777,-0.01178767,0.1484461,1,0,
615.375,-6.698569,-3.298421,-5.948348,354.9777,-0.0140204,0.1484461,1,0,
615.438,-6.748421,-3.39832,-5.998703,354.9777,-0.01480589,0.1484461,1,0,
615.5,-6.798272,-3.298421,-6.048295,354.9777,-0.01810784,0.1484461,1,0,
615.563,-6.848123,-3.298421,-5.998703,354.9777,-0.02385343,0.1484461,1,0,
615.625,-6.848123,-3.34873,-5.998703,354.9777,-0.0319619,0.1484461,1,0,
615.688,-6.748421,-3.098623,-6.048295,354.9777,-0.04033265,0.1484461,1,0,
615.75,-6.748421,-3.298421,-5.998703,354.9777,-0.04688203,0.1484461,1,0,
615.813,-6.748421,-3.248112,-5.998703,354.9777,-0.0495016,0.1484461,1,0,
615.875,-6.798272,-3.298421,-6.048295,354.9777,-0.04809482,0.1484461,1,0,
615.938,-6.798272,-3.298421,-5.998703,354.9777,-0.0405528,0.1484461,1,0,
616,-6.748421,-3.148213,-6.048295,354.9777,-0.03080681,0.1484461,1,0,
616.063,-6.798272,-3.198522,-6.048295,354.9777,-0.02272933,0.1484461,1,0,
616.125,-6.748421,-3.148213,-6.048295,354.9777,-0.01622185,0.1484461,0.9999317,0,
616.188,-6.89873,-3.39832,-6.09865,354.9777,-0.01118718,0.1484461,0.9997951,0,
616.25,-6.748421,-3.148213,-6.048295,354.9777,-0.0115571,0.1484461,0.9995902,0,
616.313,-6.798272,-3.148213,-6.09865,354.9777,-0.01522762,0.1484461,0.999317,0,
616.375,-6.748421,-3.198522,-6.048295,354.9777,-0.02014176,0.1484461,0.9989755,0,
616.438,-6.798272,-3.098623,-6.048295,354.9777,-0.02623734,0.1484461,0.9985657,0,
616.5,-6.648718,-3.148213,-5.998703,355.4819,-0.03346198,0.1484461,0.9980876,0,
616.563,-6.798272,-3.198522,-6.09865,355.4819,-0.03976253,0.1484461,0.9975411,0,
616.625,-6.798272,-3.148213,-6.09865,355.4819,-0.04510359,0.1484461,0.9969264,0,
616.688,-6.798272,-2.948415,-6.048295,355.4819,-0.04746968,0.1484461,0.9962434,0,
616.75,-6.748421,-3.148213,-6.09865,355.4819,-0.04683875,0.1484461,0.9954921,0,
616.813,-6.748421,-3.198522,-6.09865,355.4819,-0.04320194,0.1484461,0.9946725,0,
616.875,-6.698569,-3.048314,-6.09865,355.4819,-0.03655909,0.1484461,0.9937846,0,
616.938,-6.698569,-3.148213,-6.09865,355.4819,-0.02693596,0.1484461,0.9928284,0,
617,-6.748421,-3.098623,-6.148241,355.4819,-0.01834021,0.1484461,0.9918038,0,
617.063,-6.698569,-2.998723,-6.148241,355.4819,-0.008810344,0.1484461,0.990711,0,
617.125,-6.748421,-3.298421,-6.148241,355.4819,0.001594005,0.1484461,0.9895499,0,
617.188,-6.798272,-3.098623,-6.148241,355.4819,0.01280713,0.1484461,0.9883205,0,
617.25,-6.698569,-2.998723,-6.148241,355.4819,0.02476202,0.1484461,0.9870228,0,
617.313,-6.698569,-3.048314,-6.148241,355.4819,0.03936706,0.1484461,0.9856567,0,
617.375,-6.748421,-3.098623,-6.198596,355.4819,0.05251133,0.1484461,0.9842224,0,
617.438,-6.698569,-3.098623,-6.198596,355.4819,0.06410021,0.1484461,0.9827198,0,
617.5,-6.648718,-2.948415,-6.198596,355.4819,0.07402403,0.1484461,0.9811489,0,
617.563,-6.798272,-3.048314,-6.248188,355.4819,0.08216903,0.1484461,0.9795096,0,
617.625,-6.698569,-3.048314,-6.198596,355.4819,0.08842399,0.1484461,0.9778021,0,
617.688,-6.648718,-2.948415,-6.248188,355.4819,0.09470241,0.1484461,0.9760262,0,
617.75,-6.698569,-3.048314,-6.198596,355.4819,0.1009081,0.1484461,0.9741821,0,
617.813,-6.598112,-3.048314,-6.198596,355.4819,0.1049421,0.1484461,0.9722697,0,
617.875,-6.648718,-3.198522,-6.248188,355.4819,0.1067205,0.1484461,0.9702889,0,
617.938,-6.648718,-2.998723,-6.248188,355.4819,0.1041754,0.1484461,0.9682399,0,
618,-6.698569,-3.048314,-6.198596,355.4819,0.09721091,0.1484461,0.9661225,0,
618.063,-6.598112,-2.948415,-6.198596,355.4819,0.08574305,0.1484461,0.9639369,0,
618.125,-6.598112,-3.198522,-6.248188,355.4819,0.07171164,0.1484461,0.9616829,0,
618.188,-6.648718,-3.148213,-6.248188,355.4819,0.05506421,0.1484461,0.9593607,0,
618.25,-6.598112,-3.098623,-6.248188,355.4819,0.03975706,0.1484461,0.9569701,0,
618.313,-6.598112,-3.098623,-6.248188,355.4819,0.02579438,0.1484461,0.9545113,0,
618.375,-6.54826,-3.198522,-6.248188,355.4819,0.01121191,0.1484461,0.9519842,0,
618.438,-6.54826,-3.148213,-6.248188,355.4819,-0.001946548,0.1484461,0.9493887,0,
618.5,-6.648718,-3.298421,-6.248188,356.4758,-0.01364564,0.1484461,0.9467249,0,
618.563,-6.598112,-3.198522,-6.248188,356.4758,-0.02586476,0.1484461,0.9439929,0,
618.625,-6.598112,-3.34873,-6.248188,356.4758,-0.03856339,0.1484461,0.9411926,0,
618.688,-6.748421,-3.198522,-6.248188,356.4758,-0.04771713,0.1484461,0.9383239,0,
618.75,-6.54826,-3.248112,-6.198596,356.4758,-0.0552549,0.1484461,0.9353869,0,
618.813,-6.598112,-3.248112,-6.248188,356.4758,-0.06103387,0.1484461,0.9323817,0,
618.875,-6.598112,-3.248112,-6.248188,356.4758,-0.06489133,0.1484461,0.9293081,0,
618.938,-6.54826,-3.298421,-6.298543,356.4758,-0.06666063,0.1484461,0.9261662,0,
619,-6.54826,-3.248112,-6.248188,356.4758,-0.07016505,0.1484461,0.9229561,0,
619.063,-6.498409,-3.34873,-6.348135,356.4758,-0.07523956,0.1484461,0.9196776,0,
619.125,-6.398707,-3.248112,-6.248188,356.4758,-0.08178751,0.1484461,0.9163309,0,
619.188,-6.54826,-3.198522,-6.298543,356.4758,-0.08765699,0.1484461,0.9129158,0,
619.25,-6.498409,-3.34873,-6.348135,356.4758,-0.09471634,0.1484461,0.9094324,0,
619.313,-6.498409,-3.298421,-6.298543,356.4758,-0.09878217,0.1484461,0.9058807,0,
619.375,-6.448558,-3.198522,-6.398489,356.4758,-0.09963969,0.1484461,0.9022608,0,
619.438,-6.398707,-3.248112,-6.448081,356.4758,-0.09706194,0.1484461,0.8985725,0,
619.5,-6.498409,-3.298421,-6.348135,355.986,-0.09486917,0.1484461,0.8948159,0,
619.563,-6.298249,-3.34873,-6.348135,355.986,-0.09085816,0.1484461,0.890991,0,
619.625,-6.448558,-3.34873,-6.398489,355.986,-0.08688047,0.1484461,0.8870979,0,
619.688,-6.248398,-3.248112,-6.398489,355.986,-0.08486465,0.1484461,0.8831364,0,
619.75,-6.248398,-3.248112,-6.448081,355.986,-0.08472023,0.1484461,0.8791066,0,
619.813,-6.3481,-3.448629,-6.398489,355.986,-0.08637077,0.1484461,0.8750085,0,
619.875,-6.3481,-3.39832,-6.448081,355.986,-0.08773007,0.1484461,0.8708422,0,
619.938,-6.3481,-3.298421,-6.398489,355.986,-0.08868302,0.1484461,0.8666075,0,
620,-6.3481,-3.298421,-6.398489,355.986,-0.08514761,0.1484461,0.8623045,0,
620.063,-6.298249,-3.448629,-6.448081,355.986,-0.07705625,0.1484461,0.8579332,0,
620.125,-6.3481,-3.448629,-6.448081,355.986,-0.06034703,0.1484461,0.8534936,0,
620.188,-6.298249,-3.448629,-6.498436,355.986,-0.03902311,0.1484461,0.8489857,0,
620.25,-6.198547,-3.39832,-6.448081,355.986,-0.01321166,0.1484461,0.8444095,0,
620.313,-6.248398,-3.448629,-6.448081,355.986,0.0129987,0.1484461,0.8397651,0,
620.375,-6.248398,-3.448629,-6.498436,355.986,0.03751399,0.1484461,0.8350523,0,
620.438,-6.248398,-3.498219,-6.498436,355.986,0.05820445,0.1484461,0.8302712,0,
620.5,-6.148695,-3.648427,-6.548028,356.4758,0.0769436,0.1484461,0.8254217,0,
620.563,-6.198547,-3.498219,-6.498436,356.4758,0.09364446,0.1484461,0.8205041,0,
620.625,-6.148695,-3.548528,-6.498436,356.4758,0.1121915,0.1484461,0.8155181,0,
620.688,-6.148695,-3.598118,-6.448081,356.4758,0.1343704,0.1484461,0.8104638,0,
620.75,-6.098089,-3.648427,-6.498436,356.4758,0.1559806,0.1484461,0.8053412,0,
620.813,-6.148695,-3.598118,-6.498436,356.4758,0.1787544,0.1484461,0.8001503,0,
620.875,-6.098089,-3.698736,-6.398489,356.4758,0.2024409,0.1484461,0.7948911,0,
620.938,-6.098089,-3.648427,-6.448081,356.4758,0.2227947,0.1484461,0.7895635,0,
621,-6.048238,-3.848225,-6.448081,356.4758,0.2356086,0.1484461,0.7841678,0,
621.063,-5.998386,-3.798635,-6.498436,356.4758,0.2486833,0.1484461,0.7787036,0,
621.125,-5.948535,-3.798635,-6.498436,356.4758,0.2578043,0.1484461,0.7731712,0,
621.188,-6.048238,-3.798635,-6.498436,356.4758,0.2627388,0.1484461,0.7675705,0,
621.25,-5.898684,-4.048742,-6.498436,356.4758,0.2592195,0.1484461,0.7619015,0,
621.313,-5.898684,-3.998433,-6.448081,356.4758,0.2550152,0.1484461,0.7561642,0,
621.375,-5.898684,-3.998433,-6.448081,356.4758,0.2417782,0.1484461,0.7503586,0,
621.438,-5.898684,-4.048742,-6.448081,356.4758,0.2233044,0.1484461,0.7444847,0,
621.5,-5.898684,-4.24854,-6.498436,357.4841,0.1993963,0.1484461,0.7385424,0,
621.563,-5.898684,-4.398748,-6.448081,357.4841,0.1679035,0.1484461,0.7325319,0,
621.625,-5.898684,-4.29813,-6.298543,357.4841,0.1226904,0.1484461,0.7264531,0,
621.688,-5.798226,-4.398748,-6.548028,357.4841,0.06772181,0.1484461,0.720306,0,
621.75,-5.698524,-4.398748,-6.548028,357.4841,0.000863624,0.1484461,0.7140906,0,
621.813,-5.798226,-4.798344,-6.448081,357.4841,-0.08001139,0.1484461,0.7078068,0,
621.875,-5.748375,-4.898243,-6.498436,357.4841,-0.1610347,0.1484461,0.7014548,0,
