Seconds,AccX,AccY,AccZ,Depth,ProcessedAccY,Stroke Rate,Glide Controller,Pitch,Roll,Stroke Detected,
4.688,6.249153,-1.998295,-6.448081,1.490867,0.6660814,NaN,0.3063315,-68.13724,36.06233,0,
4.75,6.098844,-2.198812,-6.598383,1.490867,0.658147,NaN,0.3063315,-67.80524,38.59945,0,
4.813,6.199302,-2.248402,-6.598383,1.490867,0.6541797,NaN,0.3063315,-67.47174,39.40934,0,
4.875,6.299004,-2.248402,-6.548028,1.490867,0.6541797,NaN,0.3063315,-67.13653,39.69085,0,
4.938,6.299004,-2.348302,-6.648737,1.490867,0.658147,NaN,0.3063315,-66.79137,40.74221,0,
5,6.399462,-2.548818,-6.748684,1.490867,0.6660814,NaN,0.3063315,-66.43726,43.3338,0,
5.063,6.299004,-2.448201,-6.698329,1.490867,0.6740159,NaN,0.3063315,-66.07363,42.04931,0,
5.125,6.399462,-2.348302,-6.748684,1.490867,0.6799668,NaN,0.3063315,-65.70159,40.18322,0,
5.188,6.449313,-2.39861,-6.748684,1.490867,0.683934,NaN,0.3063315,-65.32357,40.97931,0,
5.25,6.598867,-2.298711,-6.748684,1.490867,0.6859176,NaN,0.3063315,-64.93507,39.39489,0,
5.313,6.449313,-2.148503,-6.798276,1.490867,0.6859176,NaN,0.3063315,-64.52781,36.73242,0,
5.375,6.749176,-1.998295,-6.848631,1.490867,0.6859176,NaN,0.3063315,-64.09978,34.06786,0,
5.438,6.749176,-2.198812,-6.698329,1.490867,0.6859176,NaN,0.3063315,-63.63762,38.06162,0,
5.5,6.799027,-2.148503,-6.798276,0.9867094,0.6859176,NaN,0.3063315,-63.13425,36.73242,0,
5.563,6.949336,-2.298711,-6.948577,0.9867094,0.683934,NaN,0.3063315,-62.58536,38.33816,0,
5.625,6.999187,-2.448201,-6.898222,0.9867094,0.6759708,NaN,0.3063315,-61.98786,40.92434,0,
5.688,6.699325,-2.248402,-6.448081,0.9867094,0.662028,NaN,0.3063315,-61.33229,40.26123,0,
5.75,6.499165,-2.298711,-6.698329,0.9867094,0.6421056,NaN,0.3063315,-60.60791,39.67001,0,
5.813,6.598867,-2.498509,-7.098116,0.9867094,0.6141913,NaN,0.3063315,-59.82776,40.61424,0,
5.875,6.348856,-2.298711,-7.248417,0.9867094,0.5742605,NaN,0.3063315,-58.9958,36.852,0,
5.938,6.149451,-2.448201,-7.248417,0.9867094,0.5282926,NaN,0.3063315,-58.11251,39.08715,0,
6,5.899439,-2.698308,-7.198062,0.9867094,0.4762875,NaN,0.3063315,-57.18447,43.03836,0,
6.063,5.649428,-2.348302,-7.44831,0.9867094,0.4182455,NaN,0.3063315,-56.22033,36.64984,0,
6.125,5.399416,-2.448201,-7.44831,0.9867094,0.3581911,NaN,0.3063315,-55.22743,38.10811,0,
6.188,5.399416,-2.798207,-7.348363,0.9867094,0.3101246,NaN,0.3063315,-54.2049,43.66079,0,
6.25,5.149405,-2.748616,-7.44831,0.9867094,0.2740747,NaN,0.3063315,-53.1512,42.4227,0,
6.313,5.149405,-2.748616,-7.698558,0.9867094,0.2500414,NaN,0.3063315,-52.07917,41.15086,0,
6.375,5.399416,-3.298421,-7.798505,0.9867094,0.2420207,NaN,0.3063315,-51.00139,48.01652,0,
6.438,5.199256,-3.548528,-7.848096,0.9867094,0.2519963,NaN,0.3063315,-49.92113,50.95699,0,
6.5,5.048947,-3.098623,-7.898451,0.007202258,0.2760008,NaN,0.3063315,-48.84698,44.8629,0,
6.563,4.899393,-2.748616,-7.798505,0.007202258,0.3120219,NaN,0.3063315,-47.77027,40.66315,0,
6.625,4.899393,-2.348302,-7.74815,0.007202258,0.3600597,NaN,0.3063315,-46.68589,35.3135,0,
6.688,5.048947,-2.198812,-7.548257,0.007202258,0.4121222,NaN,0.3063315,-45.58421,34.01481,0,
6.75,4.749084,-1.54839,-7.598611,0.007202258,0.4582051,NaN,0.3063315,-44.45673,24.12247,0,
6.813,4.798936,-1.998295,-7.848096,0.007202258,0.4882467,NaN,0.3063315,-43.3022,29.91885,0,
6.875,4.599531,-2.348302,-8.098344,0.007202258,0.5002633,NaN,0.3063315,-42.13751,33.8679,0,
6.938,4.298913,-2.648717,-8.198291,0.007202258,0.4922426,NaN,0.3063315,-40.96808,37.49951,0,
7,3.899348,-2.548818,-7.998398,0.007202258,0.4482008,NaN,0.3063315,-39.8111,37.0191,0,
7.063,3.649336,-2.448201,-8.248646,0.007202258,0.3761585,NaN,0.3063315,-38.68853,34.62225,0,
7.125,3.548878,-2.498509,-8.448539,0.007202258,0.2841652,NaN,0.3063315,-37.619,34.50448,0,
7.188,3.149313,-2.598409,-8.648432,0.007202258,0.176188,NaN,0.3063315,-36.61555,35.02419,0,
7.25,2.748993,-3.148213,-8.648432,0.007202258,0.05625163,NaN,0.3063315,-35.69373,41.8933,0,
7.313,2.999004,-3.39832,-8.548486,0.007202258,-0.03568425,NaN,0.3063315,-34.86216,45.40552,0,
7.375,2.899302,-3.148213,-8.398184,0.007202258,-0.0996484,NaN,0.3063315,-34.10858,43.03862,0,
7.438,2.64929,-3.148213,-8.648432,0.007202258,-0.1256365,NaN,0.3063315,-33.43364,41.8933,0,
7.5,2.798844,-3.548528,-8.698024,-0.4681468,-0.1116363,NaN,0.3063315,-32.83422,46.48291,0,
7.563,2.949153,-3.298421,-8.698024,-0.4681468,-0.05966007,NaN,0.3110443,-32.30188,43.4953,0,
7.625,2.798844,-2.798207,-8.648432,-0.4681468,0.04029651,NaN,0.3157571,-31.8292,37.55046,0,
7.688,2.349428,-2.698308,-8.548486,-0.4681468,0.1982664,NaN,0.3204699,-31.41433,36.68996,0,
7.75,2.399279,-3.098623,-8.698024,-0.4681468,0.3942123,NaN,0.3251827,-31.06753,41.06723,0,
7.813,2.599439,-2.698308,-8.748379,-0.4681468,0.628163,NaN,0.3298955,-30.78661,35.90129,0,
7.875,3.298867,-1.598699,-8.498131,-0.4681468,0.9001184,NaN,0.3346083,-30.56178,22.31404,0,
7.938,3.399325,-0.8483783,-8.198291,-0.4681468,1.15011,NaN,0.3393211,-30.36651,12.37384,0,
8,3.548878,-0.6485802,-8.598077,-0.4681468,1.356118,NaN,0.3440339,-30.19083,9.034869,0,
8.063,3.199165,-0.8986872,-9.398413,-0.4681468,1.522166,NaN,0.3487467,-30.01997,11.43976,0,
8.125,2.849451,-1.4988,-9.398413,-0.4681468,1.636209,NaN,0.3534595,-29.8729,18.97705,0,
8.188,2.299577,-1.948705,-8.998627,-0.4681468,1.698247,NaN,0.3581723,-29.77493,25.59154,0,
8.25,2.149268,-1.298283,-8.998627,-0.4681468,1.762269,NaN,0.3628851,-29.75425,17.19444,0,
8.313,1.599393,-1.198384,-8.797971,-0.4681468,1.844287,NaN,0.3675978,-29.83177,16.24539,0,
8.375,2.24897,-0.5982713,-8.698024,-0.4681468,1.962239,NaN,0.3723106,-30.03512,8.240913,0,
8.438,2.149268,-1.698598,-8.998627,-0.4681468,2.124148,NaN,0.3770234,-30.33217,22.38801,0,
8.5,2.349428,-2.048604,-8.797971,-0.4681468,2.345967,NaN,0.3817362,-30.69913,27.45278,0,
8.563,2.949153,-0.3481643,-8.198291,-0.4681468,2.5817,NaN,0.386449,-31.10992,5.093089,0,
8.625,3.298867,0.4495908,-7.598611,-0.4681468,2.817318,NaN,0.3911618,-31.53318,-7.09183,0,
8.688,4.099508,0.5494898,-8.148699,-0.4681468,3.024935,NaN,0.3958746,-31.95341,-8.079708,0,
8.75,4.19921,0.4991809,-8.148699,-0.4681468,3.204552,NaN,0.4005874,-32.34917,-7.341902,0,
8.813,3.849496,0.4991809,-8.348592,-0.4681468,3.320263,NaN,0.4053002,-32.71524,-7.166535,0,
8.875,3.949199,0.6989791,-8.598077,-0.4681468,3.376091,14.08592,0.410013,-33.05562,-9.73397,1,#5 Event Marker 
8.938,4.048901,0.000404349,-8.348592,-0.4681468,3.370112,14.08592,0.4145892,-33.36593,-0.005811974,0,
9,3.548878,-0.9482773,-8.598077,-0.4681468,3.316267,14.08592,0.4190288,-33.62599,13.18146,0,
9.063,3.298867,0.3992819,-8.548486,-0.4681468,3.204552,14.08592,0.4233317,-33.84083,-5.600878,0,
9.125,3.548878,1.899205,-8.848325,-0.4681468,3.058915,14.08592,0.4274981,-34.01734,-25.37185,0,
9.188,3.548878,0.7492879,-9.048219,-0.4681468,2.911295,14.08592,0.4315279,-34.1562,-9.914642,0,
9.25,3.699187,-0.1986751,-9.19852,-0.4681468,2.7796,14.08592,0.4354211,-34.25421,2.591428,0,
9.313,3.499027,-0.7484792,-9.148165,-0.4681468,2.663833,14.08592,0.4391777,-34.30374,9.796271,0,
9.375,3.548878,-1.148794,-9.148165,-0.4681468,2.584,14.08592,0.4427976,-34.31839,14.99071,0,
9.438,3.499027,-1.098485,-8.89868,-0.4681468,2.538089,14.08592,0.446281,-34.30128,14.73867,0,
9.5,3.249016,-1.198384,-8.797971,0.007202258,2.514113,14.08592,0.4496278,-34.26067,16.24539,0,
9.563,2.349428,-0.04846713,-8.448539,0.007202258,2.504109,14.08592,0.4528379,-34.2032,0.6884021,0,
9.625,2.44913,-0.4487821,-8.448539,0.007202258,2.508076,14.08592,0.4559115,-34.15271,6.368353,0,
9.688,3.499027,-1.048176,-8.498131,0.007202258,2.514027,14.08592,0.4588484,-34.10699,14.72666,0,
9.75,4.349519,-0.4983722,-8.298238,0.007202258,2.515982,14.08592,0.4616488,-34.03315,7.198266,0,
9.813,4.798936,0.04927583,-7.398718,0.007202258,2.511957,14.08592,0.4643126,-33.90002,-0.7991941,0,
9.875,5.74913,0.1491749,-7.098116,0.007202258,2.465961,14.08592,0.4668397,-33.68623,-2.521564,0,
9.938,5.54897,0.4495908,-7.74815,0.007202258,2.371983,14.08592,0.4692302,-33.35549,-6.955269,0,
10,4.149359,0.2490739,-8.648432,0.007202258,2.23201,14.08592,0.4714842,-32.92983,-3.455033,0,
10.063,3.149313,-0.5486811,-8.598077,0.007202258,2.038048,14.08592,0.4736015,-32.4594,7.647358,0,
10.125,2.699142,-1.448491,-7.44831,0.007202258,1.788084,14.08592,0.4755823,-31.97202,23.04901,0,
10.188,3.449176,-2.048604,-7.998398,0.007202258,1.554105,14.08592,0.4774264,-31.48669,30.08841,0,
10.25,3.449176,-1.598699,-8.548486,0.007202258,1.332142,14.08592,0.4791339,-30.99969,22.18558,0,
10.313,3.79889,-1.998295,-8.548486,0.007202258,1.122167,14.08592,0.4807049,-30.52852,27.5564,0,
10.375,3.949199,-2.548818,-9.148165,0.007202258,0.9501684,14.08592,0.4821392,-30.06246,32.6069,0,
10.438,3.449176,-2.498509,-9.598306,0.007202258,0.8201703,14.08592,0.4834369,-29.59712,30.55871,0,
10.5,2.498981,-2.448201,-9.848554,0.007202258,0.6961804,14.08592,0.484598,-29.15047,29.23755,0,
10.563,1.899256,-1.648289,-10.04845,0.007202258,0.6041584,14.08592,0.4856226,-28.75479,19.51036,0,
10.625,1.849405,-2.048604,-9.948501,0.007202258,0.5461451,14.08592,0.4865105,-28.41807,24.36987,0,
10.688,1.799554,-2.798207,-9.547951,0.007202258,0.5081404,14.08592,0.4872618,-28.13623,34.2103,0,
10.75,1.699096,-3.298421,-9.798199,0.007202258,0.4881318,14.08592,0.4878765,-27.90842,38.96633,0,
10.813,1.799554,-3.298421,-9.848554,0.007202258,0.4861194,14.08592,0.4883546,-27.73519,38.78072,0,
10.875,2.349428,-2.948415,-9.49836,0.007202258,0.4901154,14.08592,0.4886961,-27.61556,36.11789,0,
10.938,2.299577,-2.348302,-9.19852,0.007202258,0.5001197,14.08592,0.488901,-27.53312,29.99429,0,
11,2.149268,-2.498509,-9.448005,0.007202258,0.5161322,14.08592,0.4889693,-27.47825,31.02363,0,
11.063,1.849405,-2.548818,-9.098573,0.007202258,0.5361408,14.08592,0.488901,-27.4625,32.77594,0,
11.125,1.849405,-2.498509,-8.748379,0.007202258,0.5621577,14.08592,0.4886961,-27.49821,33.38293,0,
11.188,2.399279,-2.348302,-8.348592,0.007202258,0.5861909,14.08592,0.4883546,-27.56682,32.90356,0,
11.25,2.599439,-2.348302,-8.398184,0.007202258,0.6061995,14.08592,0.4878765,-27.64916,32.71877,0,
11.313,2.699142,-2.39861,-8.148699,0.007202258,0.6241957,14.08592,0.4872618,-27.74851,34.35239,0,
11.375,2.999004,-2.198812,-7.698558,0.007202258,0.6461878,14.08592,0.4865105,-27.86354,33.38478,0,
11.438,3.099462,-2.048604,-7.698558,0.007202258,0.6721759,14.08592,0.4856226,-27.99354,31.20906,0,
11.5,2.798844,-2.298711,-7.848096,0.007202258,0.7081396,14.08592,0.484598,-28.15435,34.1917,0,
11.563,2.999004,-2.648717,-7.698558,0.007202258,0.7561199,14.08592,0.4834369,-28.36121,39.76412,0,
11.625,2.798844,-2.698308,-7.74815,0.007202258,0.8181004,14.08592,0.4821392,-28.58282,40.21399,0,
11.688,2.899302,-2.248402,-7.548257,0.007202258,0.8881017,14.08592,0.4807049,-28.8157,34.74023,0,
11.75,2.999004,-1.798497,-7.498665,0.007202258,0.9600865,14.08592,0.4791339,-29.06411,28.24751,0,
11.813,3.199165,-1.348592,-7.44831,0.007202258,1.030088,14.08592,0.4774264,-29.34474,21.49436,0,
11.875,3.149313,-1.54839,-7.798505,0.007202258,1.090085,14.08592,0.4755823,-29.6609,23.52007,0,
11.938,3.099462,-1.748189,-7.998398,0.007202258,1.126077,14.08592,0.4736015,-30.02274,25.82201,0,
12,3.149313,-2.098195,-7.848096,0.007202258,1.134069,14.08592,0.4714842,-30.4196,31.34892,0,
12.063,3.298867,-1.948705,-7.898451,0.007202258,1.118085,14.08592,0.4692302,-30.82444,29.0267,0,
12.125,3.399325,-1.54839,-8.148699,0.007202258,1.086089,14.08592,0.4668397,-31.21072,22.53339,0,
12.188,3.349474,-1.598699,-8.398184,0.007202258,1.042104,14.08592,0.4643126,-31.56418,22.57342,0,
12.25,3.249016,-1.848806,-8.448539,0.007202258,1.000132,14.08592,0.4616488,-31.88692,25.85226,0,
12.313,3.048856,-2.248402,-8.548486,0.007202258,0.9721318,14.08592,0.4588484,-32.17574,30.86311,0,
12.375,3.099462,-2.148503,-8.698024,0.007202258,0.9581029,14.08592,0.4559115,-32.43246,29.05957,0,
12.438,3.298867,-2.348302,-8.498131,0.007202258,0.9500821,14.08592,0.4528379,-32.65035,32.35245,0,
12.5,2.798844,-2.198812,-8.797971,0.007202258,0.9540494,14.08592,0.4496278,-32.83572,29.38871,0,
12.563,3.199165,-2.198812,-8.998627,0.007202258,0.9680209,14.08592,0.446281,-33.00818,28.75845,0,
12.625,3.899348,-1.698598,-9.248112,0.007202258,0.986017,14.08592,0.4427976,-33.15785,21.79743,0,
12.688,3.649336,-1.948705,-9.547951,0.007202258,1.012034,14.08592,0.4391777,-33.25867,24.15979,0,
12.75,3.548878,-2.048604,-9.398413,0.007202258,1.044059,14.08592,0.4354211,-33.31925,25.75398,0,
12.813,3.048856,-1.598699,-9.398413,0.007202258,1.080109,14.08592,0.4315279,-33.36298,20.21884,0,
12.875,2.349428,-1.448491,-9.398413,0.007202258,1.122139,14.08592,0.4274981,-33.40629,18.35012,0,
12.938,2.349428,-1.598699,-9.248112,0.007202258,1.168164,14.08592,0.4233317,-33.47156,20.54111,0,
13,2.599439,-1.898396,-8.998627,0.007202258,1.206193,14.08592,0.4190288,-33.57868,24.94997,0,
13.063,3.298867,-2.098195,-8.548486,0.007202258,1.238211,14.08592,0.4145892,-33.73708,28.8826,0,
13.125,3.298867,-1.798497,-8.548486,0.007202258,1.260203,14.08592,0.410013,-33.92527,24.88363,0,
13.188,3.649336,-2.298711,-8.698024,0.007202258,1.262234,20.62171,0.4053002,-34.14347,31.00471,1,#5 Event Marker 
13.25,4.349519,-1.748189,-8.348592,0.007202258,1.228279,33.6933,0.4005874,-34.37679,24.77,0,
13.313,4.899393,-1.4988,-7.498665,0.007202258,1.166363,33.6933,0.3958746,-34.59989,23.67311,0,
13.375,5.499119,-0.8986872,-6.898222,0.007202258,1.060513,33.6933,0.3911618,-34.77542,15.54582,0,
13.438,5.899439,-1.248693,-7.44831,0.007202258,0.9067643,33.6933,0.386449,-34.88063,19.93239,0,
13.5,5.298959,-1.648289,-8.04799,-0.4681468,0.7090623,33.6933,0.3817362,-34.91564,24.24167,0,
13.563,4.499073,-2.39861,-8.748379,-0.4681468,0.5013843,33.6933,0.3770234,-34.89986,32.11219,0,
13.625,3.99905,-3.198522,-8.89868,-0.4681468,0.2876567,33.6933,0.3723106,-34.86381,41.40693,0,
13.688,3.499027,-3.098623,-8.598077,-0.4681468,0.09980439,33.6933,0.3675978,-34.82708,41.50762,0,
13.75,3.399325,-3.048314,-8.698024,-0.4681468,-0.05027856,33.6933,0.3628851,-34.8025,40.4502,0,
13.813,3.048856,-3.648427,-8.998627,-0.4681468,-0.1586099,33.6933,0.3581723,-34.78442,46.22274,0,
13.875,2.798844,-3.198522,-9.248112,-0.4681468,-0.2371834,33.6933,0.3534595,-34.79213,39.95747,0,
13.938,2.24897,-2.898824,-9.398413,-0.4681468,-0.2839582,33.6933,0.3487467,-34.81008,35.90156,0,
14,2.64929,-3.498219,-9.398413,-0.4681468,-0.2948789,33.6933,0.3440339,-34.85143,42.75909,0,
14.063,2.849451,-3.948124,-9.448005,-0.4681468,-0.2738299,33.6933,0.3393211,-34.91364,47.49885,0,
14.125,2.999004,-3.898534,-9.248112,-0.4681468,-0.2227526,33.6933,0.3346083,-34.98291,47.8733,0,
14.188,2.599439,-3.748326,-9.298466,-0.4681468,-0.1415547,33.6933,0.3298955,-35.05317,45.98238,0,
14.25,2.349428,-3.34873,-9.148165,-0.4681468,-0.04012195,33.6933,0.3251827,-35.13715,42.10864,0,
14.313,3.048856,-2.698308,-8.797971,-0.4681468,0.07166675,33.6933,0.3204699,-35.23678,35.71069,0,
14.375,3.099462,-2.848516,-8.698024,-0.4681468,0.1899131,33.6933,0.3157571,-35.33279,37.97788,0,
14.438,2.949153,-2.848516,-8.148699,-0.4681468,0.3228033,33.6933,0.3110443,-35.42079,40.35467,0,
14.5,3.699187,-2.748616,-7.74815,-0.4681468,0.462416,33.6933,0.3063315,-35.4912,40.90747,0,
14.563,4.699233,-2.198812,-7.598611,-0.4681468,0.6107266,33.6933,0.3016188,-35.51947,33.80117,0,
14.625,4.949245,-1.598699,-7.14847,-0.4681468,0.7396507,33.6933,0.2969059,-35.47351,26.4026,0,
14.688,4.798936,-1.54839,-7.198062,-0.4681468,0.8549242,33.6933,0.2921931,-35.36132,25.426,0,
14.75,4.599531,-1.748189,-7.348363,-0.4681468,0.9401243,33.6933,0.2874804,-35.19092,28.02721,0,
14.813,4.249062,-2.198812,-7.098116,-0.4681468,0.9948011,33.6933,0.2827676,-34.9793,36.04795,0,
14.875,3.399325,-1.898396,-6.998169,-0.4681468,1.018446,33.6933,0.2780548,-34.75362,31.78747,0,
14.938,3.499027,-1.698598,-7.048524,-0.4681468,1.030513,30.04744,0.273342,-34.55463,28.37729,1,#5 Event Marker 
15,3.548878,-1.998295,-6.848631,-0.4681468,1.02059,22.75571,0.2686292,-34.39613,34.06786,0,
15.063,3.449176,-2.098195,-7.198062,-0.4681468,0.9802119,22.75571,0.2639164,-34.27567,34.03624,0,
15.125,3.499027,-2.498509,-7.648203,-0.4681468,0.9169371,22.75571,0.2592719,-34.18309,37.89,0,
15.188,3.548878,-2.048604,-7.898451,-0.4681468,0.8183881,22.75571,0.2546957,-34.10374,30.4531,0,
15.25,3.599485,-1.848806,-7.698558,-0.4681468,0.6721921,22.75571,0.2501878,-34.01881,28.28238,0,
15.313,3.249016,-1.898396,-7.948043,-0.4681468,0.4700148,22.75571,0.2457482,-33.91272,28.13497,0,
15.375,3.99905,-2.498509,-8.398184,-0.4681468,0.243693,22.75571,0.2413769,-33.79594,34.70005,0,
15.438,2.899302,-2.898824,-9.048219,-0.4681468,-0.01084843,22.75571,0.237074,-33.65063,37.20518,0,
15.5,2.748993,-3.198522,-9.048219,0.007202258,-0.2635536,22.75571,0.2328393,-33.51455,40.77446,0,
15.563,3.048856,-3.598118,-9.048219,0.007202258,-0.490196,22.75571,0.2286729,-33.38268,45.41854,0,
15.625,2.999004,-3.698736,-9.248112,0.007202258,-0.6605408,22.75571,0.2245748,-33.25154,45.65507,0,
15.688,2.64929,-3.598118,-9.49836,0.007202258,-0.7903062,22.75571,0.220545,-33.12953,43.4533,0,
