ECG,AcX,AcY,AcZ,Depth
1119,3.98,0.3,6.28,171
1081,3.98,0.3,6.28,171
1178,4.3,0.3,6.28,171
1086,4.3,0.62,6.28,171
1150,4.3,0.62,7.2,171
1176,4.3,0.62,7.2,171
1146,4.3,0.62,7.2,171.2
1289,4.3,0.62,7.2,171.2
1310,4.3,0.92,7.2,171.2
1322,4.3,0.92,6.9,171.2
1330,4.3,0.92,6.9,171.2
1255,4.3,0.92,6.9,171.2
1229,4.6,0.92,6.9,171.2
1316,4.6,0.92,6.9,171.2
1322,4.6,0.92,6.44,171.2
1290,4.6,0.92,6.44,171.2
1385,4.6,0.92,6.44,171.2
1344,3.98,0.92,6.44,171.2
1277,3.98,0.3,6.44,171.2
1241,3.98,0.3,6.6,171.2
1241,3.98,0.3,6.6,171.2
1197,3.98,0.3,6.6,171.2
1186,4.14,0.3,6.6,171.2
1186,4.14,0.3,6.6,171.2
1164,4.14,0.3,6.44,171.2
1167,4.14,0.3,6.44,171.2
1214,4.14,0.3,6.44,171.4
1186,4.14,0.3,6.44,171.4
1170,4.14,0.16,6.44,171.4
1175,4.14,0.16,7.06,171.4
1192,4.14,0.16,7.06,171.4
1167,4.14,0.16,7.06,171.4
1116,4.14,0.16,7.06,171.4
1232,4.14,0.46,7.06,171.4
1276,4.14,0.46,6.6,171.4
1197,4.14,0.46,6.6,171.4
1247,4.14,0.46,6.6,171.4
1241,4.14,0.46,6.6,171.4
1223,4.14,0.16,6.6,171.4
1262,4.14,0.16,6.6,171.4
1220,4.14,0.16,6.6,171.4
1232,4.14,0.16,6.6,171.6
1247,4.14,0.16,6.6,171.6
1311,4.14,0.62,6.6,171.6
1328,4.14,0.62,6.74,171.6
1311,4.14,0.62,6.74,171.6
1299,4.14,0.62,6.74,171.4
1276,3.84,0.62,6.74,171.4
1262,3.84,0.3,6.74,171.4
1244,3.84,0.3,6.9,171.4
1231,3.84,0.3,6.9,171.4
1232,3.84,0.3,6.9,171.6
1262,4.3,0.3,6.9,171.6
1236,4.3,0.92,6.9,171.6
1265,4.3,0.92,7.52,171.6
1308,4.3,0.92,7.52,171.6
1333,4.3,0.92,7.52,171.8
1386,3.84,0.92,7.52,171.8
1401,3.84,0.46,7.52,171.8
1354,3.84,0.46,7.36,171.8
1351,3.84,0.46,7.36,171.8
1406,3.84,0.46,7.36,171.6
1389,4.14,0.46,7.36,171.6
1374,4.14,0.76,7.36,171.6
1419,4.14,0.76,6.74,171.6
1338,4.14,0.76,6.74,171.6
1322,4.14,0.76,6.74,171.8
1348,3.84,0.76,6.74,171.8
1270,3.84,0.16,6.74,171.8
1293,3.84,0.16,6.6,171.8
1209,3.84,0.16,6.6,171.8
1189,3.84,0.16,6.6,171.8
1231,3.84,0.16,6.6,171.8
1170,3.84,0.46,6.6,171.8
1136,3.84,0.46,6.9,171.8
1166,3.84,0.46,6.9,171.8
1124,3.84,0.46,6.9,171.8
1116,3.98,0.46,6.9,171.8
1113,3.98,0.16,6.9,171.8
1102,3.98,0.16,6.74,171.8
1134,3.98,0.16,6.74,171.8
1090,3.98,0.16,6.74,171.8
1173,3.98,0.16,6.74,171.8
1076,3.98,-0.46,6.74,171.8
1075,3.98,-0.46,7.06,171.8
1094,3.98,-0.46,7.06,171.8
1009,3.98,-0.46,7.06,171.8
1036,3.98,-0.46,7.06,171.8
1100,3.98,0.46,7.06,171.8
1056,3.98,0.46,7.06,171.8
1123,3.98,0.46,7.06,171.8
1171,3.98,0.46,7.06,172
1190,3.98,0.46,7.06,172
1236,3.98,0.3,7.06,172
1210,3.98,0.3,7.52,172
1232,3.98,0.3,7.52,172
1224,3.98,0.3,7.52,172
1197,3.68,0.3,7.52,172
1207,3.68,0.16,7.52,172
1194,3.68,0.16,7.2,172
1259,3.68,0.16,7.2,172
1305,3.68,0.16,7.2,172
1334,3.68,0.16,7.2,172
1395,3.68,0.16,7.2,172
1359,3.68,0.16,7.06,172
1269,3.68,0.16,7.06,172
1250,3.68,0.16,7.06,172
1173,3.84,0.16,7.06,172
1213,3.84,0.3,7.06,172
1171,3.84,0.3,7.2,172
1163,3.84,0.3,7.2,172
1222,3.84,0.3,7.2,172
1304,3.98,0.3,7.2,172
1302,3.98,0.62,7.2,172
1278,3.98,0.62,6.9,172
1157,3.98,0.62,6.9,172
1144,3.98,0.62,6.9,172
1140,3.84,0.62,6.9,172
1139,3.84,0.16,6.9,172
1098,3.84,0.16,7.36,172
1103,3.84,0.16,7.36,172
1089,3.84,0.16,7.36,172.2
1108,3.84,0.16,7.36,172.2
1074,3.84,-0.16,7.36,172.2
1090,3.84,-0.16,7.06,172.2
985,3.84,-0.16,7.06,172.2
1026,3.84,-0.16,7.06,172.2
1066,3.98,-0.16,7.06,172.2
984,3.98,0.16,7.06,172.2
1055,3.98,0.16,7.52,172.2
1083,3.98,0.16,7.52,172.2
1076,3.98,0.16,7.52,172.4
1083,3.68,0.16,7.52,172.4
1143,3.68,0.16,7.52,172.4
1130,3.68,0.16,6.74,172.4
1073,3.68,0.16,6.74,172.4
1095,3.68,0.16,6.74,172.4
1028,3.68,0.16,6.74,172.4
1061,3.68,-0.3,6.74,172.4
1145,3.68,-0.3,7.2,172.4
1090,3.68,-0.3,7.2,172.4
1100,3.68,-0.3,7.2,172.2
1121,3.84,-0.3,7.2,172.2
1097,3.84,0.16,7.2,172.2
1221,3.84,0.16,7.66,172.2
1259,3.84,0.16,7.66,172.2
1201,3.84,0.16,7.66,172.6
1255,3.52,0.16,7.66,172.6
1214,3.52,0.16,7.66,172.6
1203,3.52,0.16,7.06,172.6
1315,3.52,0.16,7.06,172.6
1265,3.52,0.16,7.06,172.4
1308,3.68,0.16,7.06,172.4
1247,3.68,0.16,7.06,172.4
1192,3.68,0.16,7.36,172.4
1180,3.68,0.16,7.36,172.4
1072,3.68,0.16,7.36,172.6
1122,3.52,0.16,7.36,172.6
1144,3.52,-0.46,7.36,172.6
1121,3.52,-0.46,7.52,172.6
1105,3.52,-0.46,7.52,172.6
1114,3.52,-0.46,7.52,172.6
1125,3.52,-0.46,7.52,172.6
1201,3.52,-0.3,7.52,172.6
1230,3.52,-0.3,6.74,172.6
1200,3.52,-0.3,6.74,172.6
1319,3.52,-0.3,6.74,172.6
1369,3.52,-0.3,6.74,172.6
1311,3.52,-0.76,6.74,172.6
1326,3.52,-0.76,6.74,172.6
1250,3.52,-0.76,6.74,172.6
1268,3.52,-0.76,6.74,172.6
1283,3.52,-0.76,6.74,172.6
1261,3.52,-0.46,6.74,172.6
1278,3.52,-0.46,7.06,172.6
1393,3.52,-0.46,7.06,172.6
1337,3.52,-0.46,7.06,172.6
1299,3.68,-0.46,7.06,172.6
1292,3.68,0.16,7.06,172.6
1159,3.68,0.16,7.06,172.6
1143,3.68,0.16,7.06,172.6
1156,3.68,0.16,7.06,172.6
1153,3.84,0.16,7.06,172.6
1123,3.84,-0.16,7.06,172.6
1188,3.84,-0.16,7.2,172.6
1176,3.84,-0.16,7.2,172.6
1118,3.84,-0.16,7.2,172.6
1173,3.84,-0.16,7.2,172.6
1210,3.84,-0.16,7.2,172.6
1199,3.84,-0.16,7.2,172.6
1167,3.84,-0.16,7.2,172.6
1099,3.84,-0.16,7.2,172.6
1112,3.38,-0.16,7.2,172.6
1110,3.38,-0.76,7.2,172.6
1056,3.38,-0.76,7.2,172.6
1115,3.38,-0.76,7.2,172.6
1082,3.38,-0.76,7.2,172.8
1135,3.38,-0.76,7.2,172.8
1191,3.38,-0.3,7.2,172.8
1226,3.38,-0.3,7.66,172.8
1202,3.38,-0.3,7.66,172.8
1237,3.38,-0.3,7.66,172.8
1118,3.52,-0.3,7.66,172.8
1075,3.52,0.16,7.66,172.8
1180,3.52,0.16,7.2,172.8
1178,3.52,0.16,7.2,172.8
1099,3.52,0.16,7.2,172.8
1128,3.38,0.16,7.2,172.8
1141,3.38,-0.46,7.2,172.8
1056,3.38,-0.46,7.52,172.8
1079,3.38,-0.46,7.52,172.8
1148,3.38,-0.46,7.52,173
1081,3.38,-0.46,7.52,173
1114,3.38,-0.76,7.52,173
1104,3.38,-0.76,7.06,173
1060,3.38,-0.76,7.06,173
1059,3.38,-0.76,7.06,173
1114,3.38,-0.76,7.06,173
1089,3.38,-0.76,7.06,173
1001,3.38,-0.76,7.2,173
1067,3.38,-0.76,7.2,173
1102,3.38,-0.76,7.2,173
1036,3.38,-0.76,7.2,173
1196,3.38,-0.46,7.2,173
1156,3.38,-0.46,7.2,173
1135,3.38,-0.46,7.2,173
1199,3.38,-0.46,7.2,173.2
1099,3.38,-0.46,7.2,173.2
1100,3.38,-0.3,7.2,173.2
1082,3.38,-0.3,7.98,173.2
1131,3.38,-0.3,7.98,173.2
1040,3.38,-0.3,7.98,173
1087,3.52,-0.3,7.98,173
1052,3.52,-0.3,7.98,173
1006,3.52,-0.3,7.36,173
1018,3.52,-0.3,7.36,173
1051,3.52,-0.3,7.36,173
1066,3.22,-0.3,7.36,173
1207,3.22,-0.76,7.36,173
1196,3.22,-0.76,7.36,173
1271,3.22,-0.76,7.36,173
1306,3.22,-0.76,7.36,173.4
1263,3.22,-0.76,7.36,173.4
1365,3.22,-1.08,7.36,173.4
1309,3.22,-1.08,7.36,173.4
1266,3.22,-1.08,7.36,173.4
1246,3.22,-1.08,7.36,173.2
1227,3.52,-1.08,7.36,173.2
1168,3.52,-0.46,7.36,173.2
1069,3.52,-0.46,7.66,173.2
1064,3.52,-0.46,7.66,173.2
977,3.52,-0.46,7.66,173.2
1006,3.06,-0.46,7.66,173.2
1105,3.06,-0.76,7.66,173.2
1138,3.06,-0.76,6.9,173.2
1136,3.06,-0.76,6.9,173.2
1141,3.06,-0.76,6.9,173.4
1144,3.06,-0.76,6.9,173.4
1127,3.06,-1.08,6.9,173.4
1047,3.06,-1.08,7.66,173.4
1057,3.06,-1.08,7.66,173.4
1040,3.06,-1.08,7.66,173.4
985,3.06,-1.08,7.66,173.4
1071,3.06,-1.54,7.66,173.4
1063,3.06,-1.54,7.06,173.4
1077,3.06,-1.54,7.06,173.4
1188,3.06,-1.54,7.06,173.4
1139,3.22,-1.54,7.06,173.4
1174,3.22,-0.92,7.06,173.4
1204,3.22,-0.92,7.66,173.4
1170,3.22,-0.92,7.66,173.4
1187,3.22,-0.92,7.66,173.6
1159,3.38,-0.92,7.66,173.6
1136,3.38,-0.62,7.66,173.6
1101,3.38,-0.62,7.52,173.6
1107,3.38,-0.62,7.52,173.6
1208,3.38,-0.62,7.52,173.4
1140,3.06,-0.62,7.52,173.4
1111,3.06,-1.38,7.52,173.4
1223,3.06,-1.38,7.52,173.4
1227,3.06,-1.38,7.52,173.4
1152,3.06,-1.38,7.52,173.6
1128,2.92,-1.38,7.52,173.6
1068,2.92,-1.54,7.52,173.6
1155,2.92,-1.54,7.06,173.6
1246,2.92,-1.54,7.06,173.6
1361,2.92,-1.54,7.06,173.6
1415,2.6,-1.54,7.06,173.6
1309,2.6,-1.22,7.06,173.6
1281,2.6,-1.22,7.36,173.6
1254,2.6,-1.22,7.36,173.6
1202,2.6,-1.22,7.36,173.4
1243,2.92,-1.22,7.36,173.4
1227,2.92,-1.38,7.36,173.4
1181,2.92,-1.38,7.2,173.4
1219,2.92,-1.38,7.2,173.4
1190,2.92,-1.38,7.2,173.6
1143,2.92,-1.38,7.2,173.6
1131,2.92,-1.22,7.2,173.6
1154,2.92,-1.22,7.82,173.6
1196,2.92,-1.22,7.82,173.6
1149,2.92,-1.22,7.82,173.6
1094,2.92,-1.22,7.82,173.6
1125,2.92,-1.08,7.82,173.6
1087,2.92,-1.08,7.2,173.6
1096,2.92,-1.08,7.2,173.6
1154,2.92,-1.08,7.2,173.8
1099,2.92,-1.08,7.2,173.8
1125,2.92,-1.38,7.2,173.8
1164,2.92,-1.38,7.36,173.8
1210,2.92,-1.38,7.36,173.8
1151,2.92,-1.38,7.36,173.8
1189,2.6,-1.38,7.36,173.8
1258,2.6,-2.3,7.36,173.8
1216,2.6,-2.3,7.2,173.8
1248,2.6,-2.3,7.2,173.8
1247,2.6,-2.3,7.2,173.6
1227,2.46,-2.3,7.2,173.6
1282,2.46,-2.3,7.2,173.6
1315,2.46,-2.3,7.06,173.6
1338,2.46,-2.3,7.06,173.6
1220,2.46,-2.3,7.06,174
1239,2.6,-2.3,7.06,174
1210,2.6,-2,7.06,174
1074,2.6,-2,7.66,174
1104,2.6,-2,7.66,174
1107,2.6,-2,7.66,173.8
994,2.6,-2,7.66,173.8
1022,2.6,-2,7.66,173.8
1104,2.6,-2,7.36,173.8
1009,2.6,-2,7.36,173.8
1126,2.6,-2,7.36,173.8
1160,2.6,-2,7.36,173.8
1240,2.6,-1.68,7.36,173.8
1317,2.6,-1.68,7.66,173.8
1414,2.6,-1.68,7.66,173.8
1429,2.6,-1.68,7.66,174
1414,2.76,-1.68,7.66,174
1328,2.76,-2,7.66,174
1191,2.76,-2,7.36,174
1210,2.76,-2,7.36,174
1141,2.76,-2,7.36,174
1191,2.46,-2,7.36,174
1160,2.46,-2.14,7.36,174
1075,2.46,-2.14,7.66,174
1138,2.46,-2.14,7.66,174
1127,2.46,-2.14,7.66,174
1121,2.76,-2.14,7.66,174
1207,2.76,-2.3,7.66,174
1256,2.76,-2.3,7.06,174
1181,2.76,-2.3,7.06,174
1147,2.76,-2.3,7.06,174.2
1180,2.3,-2.3,7.06,174.2
1185,2.3,-3.22,7.06,174.2
1149,2.3,-3.22,7.06,174.2
1136,2.3,-3.22,7.06,174.2
1152,2.3,-3.22,7.06,174
1069,2.14,-3.22,7.06,174
1141,2.14,-2.6,7.06,174
1099,2.14,-2.6,7.66,174
1072,2.14,-2.6,7.66,174
1143,2.14,-2.6,7.66,174.2
1216,2.14,-2.6,7.66,174.2
1322,2.14,-3.98,7.66,174.2
1207,2.14,-3.98,6.28,174.2
1142,2.14,-3.98,6.28,174.2
1148,2.14,-3.98,6.28,174.2
1063,2,-3.98,6.28,174.2
1113,2,-3.68,6.28,174.2
1213,2,-3.68,6.6,174.2
1182,2,-3.68,6.6,174.2
1197,2,-3.68,6.6,174.2
1156,2,-3.68,6.6,174.2
1125,2,-3.84,6.6,174.2
1148,2,-3.84,7.2,174.2
1105,2,-3.84,7.2,174.2
1046,2,-3.84,7.2,174.2
1088,2,-3.84,7.2,174.2
1076,2,-3.52,7.2,174.2
1019,2,-3.52,6.44,174.2
1010,2,-3.52,6.44,174.2
1059,2,-3.52,6.44,174.2
1073,1.84,-3.52,6.44,174.2
1059,1.84,-3.98,6.44,174.2
1096,1.84,-3.98,7.36,174.2
1130,1.84,-3.98,7.36,174.2
1161,1.84,-3.98,7.36,174.6
1179,2.14,-3.98,7.36,174.6
1161,2.14,-3.52,7.36,174.6
1178,2.14,-3.52,7.36,174.6
1241,2.14,-3.52,7.36,174.6
1197,2.14,-3.52,7.36,174.4
1172,1.54,-3.52,7.36,174.4
1195,1.54,-5.22,7.36,174.4
1237,1.54,-5.22,6.28,174.4
1209,1.54,-5.22,6.28,174.4
1262,1.54,-5.22,6.28,174.6
1207,1.38,-5.22,6.28,174.6
1271,1.38,-5.22,6.28,174.6
1228,1.38,-5.22,6.28,174.6
1161,1.38,-5.22,6.28,174.6
1246,1.38,-5.22,6.28,174.6
1210,1.38,-5.22,6.28,174.6
1246,1.38,-4.6,6.28,174.6
1203,1.38,-4.6,6.44,174.6
1228,1.38,-4.6,6.44,174.6
1222,1.38,-4.6,6.44,174.6
1218,1.68,-4.6,6.44,174.6
1234,1.68,-5.36,6.44,174.6
1172,1.68,-5.36,6.28,174.6
1187,1.68,-5.36,6.28,174.6
1292,1.68,-5.36,6.28,174.6
1190,2,-5.36,6.28,174.6
1208,2,-4.76,6.28,174.6
1287,2,-4.76,6.6,174.6
1279,2,-4.76,6.6,174.6
1225,2,-4.76,6.6,174.6
1281,1.68,-4.76,6.6,174.6
1269,1.68,-5.06,6.6,174.6
1218,1.68,-5.06,6.14,174.6
1285,1.68,-5.06,6.14,174.6
1316,1.68,-5.06,6.14,174.8
1186,1.68,-5.06,6.14,174.8
1254,1.68,-5.98,6.14,174.8
1254,1.68,-5.98,5.06,174.8
1292,1.68,-5.98,5.06,174.8
1266,1.68,-5.98,5.06,174.8
1245,1.84,-5.98,5.06,174.8
1190,1.84,-4.6,5.06,174.8
1134,1.84,-4.6,6.14,174.8
1099,1.84,-4.6,6.14,174.8
1108,1.84,-4.6,6.14,175
1092,2,-4.6,6.14,175
1132,2,-4.76,6.14,175
1146,2,-4.76,5.82,175
1119,2,-4.76,5.82,175
1132,2,-4.76,5.82,174.8
1156,1.38,-4.76,5.82,174.8
1122,1.38,-6.14,5.82,174.8
1131,1.38,-6.14,5.52,174.8
1128,1.38,-6.14,5.52,174.8
1138,1.38,-6.14,5.52,175
1139,1.22,-6.14,5.52,175
1184,1.22,-5.36,5.52,175
1086,1.22,-5.36,5.22,175
1070,1.22,-5.36,5.22,175
1108,1.22,-5.36,5.22,175
1152,1.38,-5.36,5.22,175
1139,1.38,-6.44,5.22,175
1186,1.38,-6.44,5.22,175
1229,1.38,-6.44,5.22,175
1193,1.38,-6.44,5.22,175
1208,1.38,-6.44,5.22,175
1177,1.38,-6.44,5.22,175
1137,1.38,-6.44,5.22,175
1217,1.38,-6.44,5.22,175
1197,1.38,-6.44,5.22,175.2
1202,1.54,-6.44,5.22,175.2
1190,1.54,-6.44,5.22,175.2
1215,1.54,-6.44,4.9,175.2
1181,1.54,-6.44,4.9,175.2
1135,1.54,-6.44,4.9,175
1158,1.22,-6.44,4.9,175
1157,1.22,-6.44,4.9,175
1192,1.22,-6.44,4.6,175
1240,1.22,-6.44,4.6,175
1291,1.22,-6.44,4.6,175.2
1318,1.54,-6.44,4.6,175.2
1308,1.54,-6.74,4.6,175.2
1427,1.54,-6.74,3.98,175.2
1399,1.54,-6.74,3.98,175.2
1340,1.54,-6.74,3.98,175.2
1440,1.08,-6.74,3.98,175.2
1373,1.08,-7.82,3.98,175.2
1344,1.08,-7.82,3.52,175.2
1221,1.08,-7.82,3.52,175.2
1191,1.08,-7.82,3.52,175.2
1183,2.14,-7.82,3.52,175.2
1220,2.14,-6.74,3.52,175.2
1192,2.14,-6.74,4.76,175.2
1161,2.14,-6.74,4.76,175.2
1259,2.14,-6.74,4.76,175.2
1164,1.38,-6.74,4.76,175.2
1162,1.38,-6.44,4.76,175.2
1199,1.38,-6.44,4.44,175.2
1092,1.38,-6.44,4.44,175.2
1140,1.38,-6.44,4.44,175.4
1193,1.22,-6.44,4.44,175.4
1216,1.22,-7.2,4.44,175.4
1171,1.22,-7.2,3.98,175.4
1220,1.22,-7.2,3.98,175.4
1244,1.22,-7.2,3.98,175.4
1228,1.38,-7.2,3.98,175.4
1309,1.38,-7.2,3.98,175.4
1292,1.38,-7.2,3.52,175.4
1311,1.38,-7.2,3.52,175.4
1340,1.38,-7.2,3.52,175.6
1334,1.08,-7.2,3.52,175.6
1346,1.08,-8.12,3.52,175.6
1247,1.08,-8.12,3.38,175.6
1165,1.08,-8.12,3.38,175.6
1185,1.08,-8.12,3.38,175.6
1120,1.22,-8.12,3.38,175.6
1120,1.22,-8.12,3.38,175.6
1210,1.22,-8.12,3.06,175.6
1219,1.22,-8.12,3.06,175.6
1219,1.22,-8.12,3.06,175.6
1197,1.22,-8.12,3.06,175.6
1232,1.22,-8.12,3.06,175.6
1162,1.22,-8.12,3.06,175.6
1115,1.22,-8.12,3.06,175.6
1275,1.22,-8.12,3.06,175.4
1250,1.22,-8.12,3.06,175.4
1307,1.22,-8.28,3.06,175.4
1346,1.22,-8.28,2.14,175.4
1319,1.22,-8.28,2.14,175.4
1251,1.22,-8.28,2.14,175.8
1142,1.22,-8.28,2.14,175.8
1214,1.22,-7.82,2.14,175.8
1173,1.22,-7.82,2.46,175.8
1203,1.22,-7.82,2.46,175.8
1139,1.22,-7.82,2.46,175.8
1087,1.22,-7.82,2.46,175.8
1113,1.22,-7.36,2.46,175.8
1057,1.22,-7.36,2.14,175.8
1130,1.22,-7.36,2.14,175.8
1194,1.22,-7.36,2.14,175.8
1117,1.08,-7.36,2.14,175.8
1137,1.08,-9.04,2.14,175.8
1131,1.08,-9.04,1.22,175.8
1206,1.08,-9.04,1.22,175.8
1102,1.08,-9.04,1.22,175.8
1088,1.22,-9.04,1.22,175.8
1131,1.22,-8.58,1.22,175.8
1060,1.22,-8.58,1.68,175.8
1114,1.22,-8.58,1.68,175.8
1039,1.22,-8.58,1.68,175.8
1040,1.54,-8.58,1.68,175.8
1034,1.54,-8.28,1.68,175.8
1055,1.54,-8.28,1.38,175.8
1022,1.54,-8.28,1.38,175.8
935,1.54,-8.28,1.38,175.8
922,1.54,-8.28,1.38,175.8
945,1.54,-8.44,1.38,175.8
1003,1.54,-8.44,0.62,175.8
1059,1.54,-8.44,0.62,175.8
1085,1.54,-8.44,0.62,175.8
1007,1.38,-8.44,0.62,175.8
1032,1.38,-8.12,0.62,175.8
1050,1.38,-8.12,0.76,175.8
1011,1.38,-8.12,0.76,175.8
1144,1.38,-8.12,0.76,176
1131,1.54,-8.12,0.76,176
1066,1.54,-8.58,0.76,176
1039,1.54,-8.58,0.46,176
1072,1.54,-8.58,0.46,176
1127,1.54,-8.58,0.46,176
1048,1.22,-8.58,0.46,176
1065,1.22,-9.2,0.46,176
1061,1.22,-9.2,-0.3,176
1037,1.22,-9.2,-0.3,176
1037,1.22,-9.2,-0.3,176
1097,1.38,-9.2,-0.3,176
1169,1.38,-8.74,-0.3,176
1191,1.38,-8.74,-0.92,176
1236,1.38,-8.74,-0.92,176
1196,1.38,-8.74,-0.92,176
1103,1.38,-8.74,-0.92,176
1172,1.38,-9.04,-0.92,176
1164,1.38,-9.04,-0.3,176
1132,1.38,-9.04,-0.3,176
1143,1.38,-9.04,-0.3,176
1173,1.68,-9.04,-0.3,176
1179,1.68,-8.12,-0.3,176
1115,1.68,-8.12,-0.46,176
1037,1.68,-8.12,-0.46,176
1003,1.68,-8.12,-0.46,176.2
1047,1.22,-8.12,-0.46,176.2
1043,1.22,-9.36,-0.46,176.2
1044,1.22,-9.36,-0.76,176.2
1115,1.22,-9.36,-0.76,176.2
1048,1.22,-9.36,-0.76,176.2
1098,1.68,-9.36,-0.76,176.2
1124,1.68,-8.12,-0.76,176.2
1072,1.68,-8.12,-1.22,176.2
1147,1.68,-8.12,-1.22,176.2
1174,1.68,-8.12,-1.22,176.2
1307,1.84,-8.12,-1.22,176.2
1268,1.84,-8.28,-1.22,176.2
1347,1.84,-8.28,-1.84,176.2
1310,1.84,-8.28,-1.84,176.2
1196,1.84,-8.28,-1.84,176.2
1175,1.68,-8.28,-1.84,176.2
1106,1.68,-8.9,-1.84,176.2
1080,1.68,-8.9,-2.3,176.2
1136,1.68,-8.9,-2.3,176.2
1060,1.68,-8.9,-2.3,176.2
1044,1.68,-8.9,-2.3,176.2
1030,1.68,-8.74,-2.3,176.2
1112,1.68,-8.74,-2.6,176.2
1081,1.68,-8.74,-2.6,176.2
1155,1.68,-8.74,-2.6,176.4
1269,1.22,-8.74,-2.6,176.4
1250,1.22,-9.36,-2.6,176.4
1207,1.22,-9.36,-2.76,176.4
1203,1.22,-9.36,-2.76,176.4
1268,1.22,-9.36,-2.76,176.2
1268,1.22,-9.36,-2.76,176.2
1165,1.22,-9.5,-2.76,176.2
1093,1.22,-9.5,-2.92,176.2
1075,1.22,-9.5,-2.92,176.2
1026,1.22,-9.5,-2.92,176.6
1072,1.84,-9.5,-2.92,176.6
1016,1.84,-8.12,-2.92,176.6
1023,1.84,-8.12,-2.76,176.6
1025,1.84,-8.12,-2.76,176.6
1020,1.84,-8.12,-2.76,176.4
999,1.84,-8.12,-2.76,176.4
970,1.84,-8.58,-2.76,176.4
991,1.84,-8.58,-3.52,176.4
1025,1.84,-8.58,-3.52,176.4
1054,1.84,-8.58,-3.52,176.4
992,2,-8.58,-3.52,176.4
1055,2,-7.98,-3.52,176.4
1103,2,-7.98,-3.22,176.4
1048,2,-7.98,-3.22,176.4
1046,2,-7.98,-3.22,176.6
990,2.14,-7.98,-3.22,176.6
990,2.14,-8.44,-3.22,176.6
1014,2.14,-8.44,-3.06,176.6
1000,2.14,-8.44,-3.06,176.6
1112,2.14,-8.44,-3.06,176.4
1085,2,-8.44,-3.06,176.4
1108,2,-8.12,-3.06,176.4
1123,2,-8.12,-3.06,176.4
1068,2,-8.12,-3.06,176.4
1075,2,-8.12,-3.06,176.6
1109,2.14,-8.12,-3.06,176.6
1147,2.14,-7.82,-3.06,176.6
1171,2.14,-7.82,-3.84,176.6
1117,2.14,-7.82,-3.84,176.6
1130,2.14,-7.82,-3.84,176.6
1106,2,-7.82,-3.84,176.6
1085,2,-7.98,-3.84,176.6
1092,2,-7.98,-4.3,176.6
1176,2,-7.98,-4.3,176.6
1162,2,-7.98,-4.3,176.6
1180,2.46,-7.98,-4.3,176.6
1264,2.46,-7.36,-4.3,176.6
1272,2.46,-7.36,-4.14,176.6
1290,2.46,-7.36,-4.14,176.6
1230,2.46,-7.36,-4.14,176.6
1170,2.3,-7.36,-4.14,176.6
1291,2.3,-8.12,-4.14,176.6
1281,2.3,-8.12,-4.3,176.6
1255,2.3,-8.12,-4.3,176.6
1260,2.3,-8.12,-4.3,176.8
1356,2.14,-8.12,-4.3,176.8
1287,2.14,-7.52,-4.3,176.8
1324,2.14,-7.52,-4.14,176.8
1373,2.14,-7.52,-4.14,176.8
1441,2.14,-7.52,-4.14,176.6
1337,2.46,-7.52,-4.14,176.6
1309,2.46,-7.52,-4.14,176.6
1277,2.46,-7.52,-4.6,176.6
1269,2.46,-7.52,-4.6,176.6
1216,2.46,-7.52,-4.6,176.8
1223,2.46,-7.52,-4.6,176.8
1269,2.46,-7.2,-4.6,176.8
1136,2.46,-7.2,-4.6,176.8
1140,2.46,-7.2,-4.6,176.8
1180,2.46,-7.2,-4.6,176.8
1144,2.6,-7.2,-4.6,176.8
1131,2.6,-6.9,-4.6,176.8
1114,2.6,-6.9,-4.76,176.8
1103,2.6,-6.9,-4.76,176.8
1152,2.6,-6.9,-4.76,176.8
1203,2.6,-6.9,-4.76,176.8
1229,2.6,-7.36,-4.76,176.8
1193,2.6,-7.36,-5.22,176.8
1155,2.6,-7.36,-5.22,176.8
1142,2.6,-7.36,-5.22,177
1028,2.6,-7.36,-5.22,177
1006,2.6,-7.06,-5.22,177
1065,2.6,-7.06,-5.06,177
1084,2.6,-7.06,-5.06,177
1007,2.6,-7.06,-5.06,177
993,2.46,-7.06,-5.06,177
996,2.46,-7.52,-5.06,177
1006,2.46,-7.52,-5.36,177
1068,2.46,-7.52,-5.36,177
1053,2.46,-7.52,-5.36,177
1044,2.46,-7.52,-5.36,177
1097,2.46,-7.36,-5.36,177
1021,2.46,-7.36,-5.52,177
1059,2.46,-7.36,-5.52,177
1039,2.46,-7.36,-5.52,177
1101,3.06,-7.36,-5.52,177
1061,3.06,-6.74,-5.52,177
1039,3.06,-6.74,-5.68,177
1012,3.06,-6.74,-5.68,177
1047,3.06,-6.74,-5.68,177
974,2.6,-6.74,-5.68,177
995,2.6,-6.9,-5.68,177
1059,2.6,-6.9,-5.82,177
1018,2.6,-6.9,-5.82,177
1058,2.6,-6.9,-5.82,177
1046,2.76,-6.9,-5.82,177
1064,2.76,-6.74,-5.82,177
1101,2.76,-6.74,-5.52,177
1106,2.76,-6.74,-5.52,177
1212,2.76,-6.74,-5.52,177.2
1142,2.92,-6.74,-5.52,177.2
1139,2.92,-6.6,-5.52,177.2
1171,2.92,-6.6,-5.82,177.2
1084,2.92,-6.6,-5.82,177.2
1050,2.92,-6.6,-5.82,177
965,2.6,-6.6,-5.82,177
999,2.6,-6.44,-5.82,177
939,2.6,-6.44,-5.98,177
932,2.6,-6.44,-5.98,177
1063,2.6,-6.44,-5.98,177.2
