ECG,AcX,AcY,AcZ,Depth
1111,5.22,0.76,5.36,150.6
1096,5.22,0.76,5.36,150.8
1175,5.36,0.76,5.36,150.8
1170,5.36,1.68,5.36,150.8
1126,5.36,1.68,5.68,150.8
1172,5.36,1.68,5.68,150.8
1177,5.36,1.68,5.68,151
1143,5.36,1.68,5.68,151
1117,5.36,1.22,5.68,151
1161,5.36,1.22,5.36,151
1168,5.36,1.22,5.36,151
1186,5.36,1.22,5.36,151
1231,5.36,1.22,5.36,151
1296,5.36,1.38,5.36,151
1287,5.36,1.38,5.82,151
1329,5.36,1.38,5.82,151
1346,5.36,1.38,5.82,151
1330,5.52,1.38,5.82,151
1371,5.52,2,5.82,151
1316,5.52,2,5.36,151
1259,5.52,2,5.36,151
1321,5.52,2,5.36,151
1335,5.36,2,5.36,151
1263,5.36,1.38,5.36,151
1279,5.36,1.38,5.98,151
1262,5.36,1.38,5.98,151
1198,5.36,1.38,5.98,151
1233,5.36,1.38,5.98,151
1276,5.36,1.38,5.98,151
1204,5.36,1.38,5.06,151
1174,5.36,1.38,5.06,151
1155,5.36,1.38,5.06,151.2
1200,5.36,1.38,5.06,151.2
1219,5.36,1.68,5.06,151.2
1236,5.36,1.68,5.98,151.2
1198,5.36,1.68,5.98,151.2
1174,5.36,1.68,5.98,151.2
1202,5.68,1.68,5.98,151.2
1128,5.68,1.68,5.98,151.2
1110,5.68,1.68,5.36,151.2
1201,5.68,1.68,5.36,151.2
1243,5.68,1.68,5.36,151.2
1201,5.82,1.68,5.36,151.2
1123,5.82,2,5.36,151.2
1133,5.82,2,5.68,151.2
1087,5.82,2,5.68,151.2
1126,5.82,2,5.68,151.2
1164,5.52,2,5.68,151.2
1210,5.52,2,5.68,151.2
1248,5.52,2,5.22,151.2
1190,5.52,2,5.22,151.2
1217,5.52,2,5.22,151.4
1158,5.22,2,5.22,151.4
1237,5.22,1.68,5.22,151.4
1274,5.22,1.68,5.36,151.4
1181,5.22,1.68,5.36,151.4
1230,5.22,1.68,5.36,151.4
1214,5.22,1.68,5.36,151.4
1121,5.22,1.08,5.36,151.4
1181,5.22,1.08,5.98,151.4
1185,5.22,1.08,5.98,151.4
1142,5.22,1.08,5.98,151.6
1206,5.22,1.08,5.98,151.6
1135,5.22,1.22,5.98,151.6
1108,5.22,1.22,5.68,151.6
1192,5.22,1.22,5.68,151.6
1074,5.22,1.22,5.68,151.6
1008,5.36,1.22,5.68,151.6
1068,5.36,1.22,5.68,151.6
1111,5.36,1.22,5.36,151.6
1129,5.36,1.22,5.36,151.6
1098,5.36,1.22,5.36,151.4
1135,5.36,1.22,5.36,151.4
1187,5.36,1.38,5.36,151.4
1092,5.36,1.38,5.82,151.4
1074,5.36,1.38,5.82,151.4
1074,5.36,1.38,5.82,151.4
1130,5.36,1.38,5.82,151.4
1123,5.36,1.68,5.82,151.4
1070,5.36,1.68,5.22,151.4
1168,5.36,1.68,5.22,151.4
1254,5.36,1.68,5.22,151.6
1173,5.68,1.68,5.22,151.6
1180,5.68,2.14,5.22,151.6
1169,5.68,2.14,5.36,151.6
1111,5.68,2.14,5.36,151.6
1102,5.68,2.14,5.36,151.6
1051,5.36,2.14,5.36,151.6
1093,5.36,1.08,5.36,151.6
1023,5.36,1.08,5.06,151.6
1089,5.36,1.08,5.06,151.6
1117,5.36,1.08,5.06,151.8
1087,5.52,1.08,5.06,151.8
1108,5.52,2.14,5.06,151.8
1102,5.52,2.14,5.68,151.8
1106,5.52,2.14,5.68,151.8
1147,5.52,2.14,5.68,151.8
1178,5.36,2.14,5.68,151.8
1170,5.36,1.68,5.68,151.8
1195,5.36,1.68,5.98,151.8
1151,5.36,1.68,5.98,151.8
1161,5.36,1.68,5.98,151.8
1111,5.06,1.68,5.98,151.8
1104,5.06,1.54,5.98,151.8
1126,5.06,1.54,6.14,151.8
1129,5.06,1.54,6.14,151.8
1070,5.06,1.54,6.14,152
1154,5.36,1.54,6.14,152
1153,5.36,1.54,6.14,152
1081,5.36,1.54,5.82,152
1079,5.36,1.54,5.82,152
1019,5.36,1.54,5.82,152
1069,5.52,1.54,5.82,152
1118,5.52,1.68,5.82,152
1115,5.52,1.68,5.36,152
1180,5.52,1.68,5.36,152
1235,5.52,1.68,5.36,152
1180,5.36,1.68,5.36,152
1257,5.36,1.84,5.36,152
1276,5.36,1.84,5.06,152
1275,5.36,1.84,5.06,152
1219,5.36,1.84,5.06,152
1190,5.22,1.84,5.06,152
1215,5.22,1.38,5.06,152
1208,5.22,1.38,5.98,152
1170,5.22,1.38,5.98,152
1112,5.22,1.38,5.98,152
1233,5.22,1.38,5.98,152
1184,5.22,1.38,5.98,152
1246,5.22,1.38,5.82,152
1246,5.22,1.38,5.82,152
1304,5.22,1.38,5.82,152.2
1275,5.36,1.38,5.82,152.2
1245,5.36,1.84,5.82,152.2
1221,5.36,1.84,6.14,152.2
1247,5.36,1.84,6.14,152.2
1298,5.36,1.84,6.14,152.4
1355,5.36,1.84,6.14,152.4
1337,5.36,1.54,6.14,152.4
1322,5.36,1.54,5.52,152.4
1324,5.36,1.54,5.52,152.4
1276,5.36,1.54,5.52,152.4
1238,5.52,1.54,5.52,152.4
1225,5.52,2.3,5.52,152.4
1244,5.52,2.3,5.68,152.4
1210,5.52,2.3,5.68,152.4
1200,5.52,2.3,5.68,152.4
1156,5.36,2.3,5.68,152.4
1159,5.36,1.84,5.68,152.4
1176,5.36,1.84,5.82,152.4
1215,5.36,1.84,5.82,152.4
1277,5.36,1.84,5.82,152.4
1225,5.36,1.84,5.82,152.4
1178,5.36,2.14,5.82,152.4
1149,5.36,2.14,5.98,152.4
1145,5.36,2.14,5.98,152.4
1221,5.36,2.14,5.98,152.4
1174,5.22,2.14,5.98,152.4
1216,5.22,1.84,5.98,152.4
1281,5.22,1.84,5.82,152.4
1208,5.22,1.84,5.82,152.4
1209,5.22,1.84,5.82,152.6
1201,5.22,1.84,5.82,152.6
1110,5.22,1.22,5.82,152.6
1150,5.22,1.22,5.52,152.6
1170,5.22,1.22,5.52,152.6
1153,5.22,1.22,5.52,152.6
1167,4.9,1.22,5.52,152.6
1228,4.9,0.92,5.52,152.6
1239,4.9,0.92,5.22,152.6
1203,4.9,0.92,5.22,152.6
1214,4.9,0.92,5.22,152.6
1178,5.36,0.92,5.22,152.6
1158,5.36,1.68,5.22,152.6
1174,5.36,1.68,5.98,152.6
1195,5.36,1.68,5.98,152.6
1264,5.36,1.68,5.98,152.6
1227,5.22,1.68,5.98,152.6
1186,5.22,1.08,5.98,152.6
1178,5.22,1.08,5.52,152.6
1114,5.22,1.08,5.52,152.6
1154,5.22,1.08,5.52,152.8
1189,5.22,1.08,5.52,152.8
1155,5.22,1.08,5.52,152.8
1177,5.22,1.08,5.52,152.8
1122,5.22,1.08,5.52,152.8
1143,5.22,1.08,5.52,152.8
1176,5.06,1.08,5.52,152.8
1177,5.06,1.22,5.52,152.8
1138,5.06,1.22,5.98,152.8
1204,5.06,1.22,5.98,152.8
1117,5.06,1.22,5.98,152.8
1159,5.36,1.22,5.98,152.8
1159,5.36,1.84,5.98,152.8
1138,5.36,1.84,5.36,152.8
1113,5.36,1.84,5.36,152.8
1158,5.36,1.84,5.36,152.6
1146,5.52,1.84,5.36,152.6
1130,5.52,1.68,5.36,152.6
1129,5.52,1.68,5.68,152.6
1116,5.52,1.68,5.68,152.6
1167,5.52,1.68,5.68,152.8
1141,5.22,1.68,5.68,152.8
1115,5.22,1.54,5.68,152.8
1150,5.22,1.54,5.36,152.8
1137,5.22,1.54,5.36,152.8
1158,5.22,1.54,5.36,153
1135,5.36,1.54,5.36,153
1194,5.36,1.38,5.36,153
1185,5.36,1.38,5.68,153
1158,5.36,1.38,5.68,153
1208,5.36,1.38,5.68,153
1187,5.22,1.38,5.68,153
1163,5.22,1.84,5.68,153
1271,5.22,1.84,6.28,153
1231,5.22,1.84,6.28,153
1250,5.22,1.84,6.28,153
1292,5.22,1.84,6.28,153
1171,5.22,1.54,6.28,153
1219,5.22,1.54,5.98,153
1271,5.22,1.54,5.98,153
1175,5.22,1.54,5.98,153
1166,5.36,1.54,5.98,153
1212,5.36,1.54,5.98,153
1218,5.36,1.54,5.82,153
1263,5.36,1.54,5.82,153
1249,5.36,1.54,5.82,153.2
1238,5.36,1.54,5.82,153.2
1220,5.36,1.54,5.82,153.2
1176,5.36,1.54,5.68,153.2
1195,5.36,1.54,5.68,153.2
1194,5.36,1.54,5.68,153.2
1197,5.52,1.54,5.68,153.2
1209,5.52,2,5.68,153.2
1201,5.52,2,5.68,153.2
1197,5.52,2,5.68,153.2
1232,5.52,2,5.68,153.4
1200,5.82,2,5.68,153.4
1185,5.82,2,5.68,153.4
1257,5.82,2,5.52,153.4
1254,5.82,2,5.52,153.4
1249,5.82,2,5.52,153.4
1245,5.36,2,5.52,153.4
1179,5.36,1.54,5.52,153.4
1166,5.36,1.54,5.98,153.4
1098,5.36,1.54,5.98,153.4
1161,5.36,1.54,5.98,153.2
1090,5.06,1.54,5.98,153.2
1072,5.06,1.38,5.98,153.2
1125,5.06,1.38,5.52,153.2
1110,5.06,1.38,5.52,153.2
1103,5.06,1.38,5.52,153.4
1130,5.36,1.38,5.52,153.4
1182,5.36,1.68,5.52,153.4
1131,5.36,1.68,6.28,153.4
1148,5.36,1.68,6.28,153.4
1171,5.36,1.68,6.28,153.4
1093,5.52,1.68,6.28,153.4
1103,5.52,2,6.28,153.4
1090,5.52,2,5.52,153.4
1060,5.52,2,5.52,153.4
1128,5.52,2,5.52,153.4
1100,5.68,2,5.52,153.4
1139,5.68,1.54,5.52,153.4
1222,5.68,1.54,5.82,153.4
1226,5.68,1.54,5.82,153.4
1096,5.68,1.54,5.82,153.4
1164,5.06,1.54,5.82,153.4
1179,5.06,1.08,5.82,153.4
1195,5.06,1.08,5.52,153.4
1171,5.06,1.08,5.52,153.4
1170,5.06,1.08,5.52,153.4
1071,5.06,1.08,5.52,153.4
1097,5.06,1.08,5.52,153.4
1088,5.06,1.08,5.68,153.4
1028,5.06,1.08,5.68,153.4
1103,5.06,1.08,5.68,153.8
1188,5.36,1.08,5.68,153.8
1234,5.36,1.54,5.68,153.8
1324,5.36,1.54,5.68,153.8
1333,5.36,1.54,5.68,153.8
1263,5.36,1.54,5.68,153.8
1193,5.36,1.54,5.68,153.8
1201,5.36,1.84,5.68,153.8
1311,5.36,1.84,5.06,153.8
1206,5.36,1.84,5.06,153.8
1211,5.36,1.84,5.06,153.8
1251,5.22,1.84,5.06,153.8
1202,5.22,0.92,5.06,153.8
1151,5.22,0.92,5.36,153.8
1184,5.22,0.92,5.36,153.8
1151,5.22,0.92,5.36,153.8
1141,5.06,0.92,5.36,153.8
1177,5.06,1.08,5.36,153.8
1079,5.06,1.08,5.82,153.8
1094,5.06,1.08,5.82,153.8
1156,5.06,1.08,5.82,153.8
1077,5.36,1.08,5.82,153.8
1121,5.36,1.54,5.82,153.8
1135,5.36,1.54,5.68,153.8
1156,5.36,1.54,5.68,153.8
1189,5.36,1.54,5.68,153.8
1222,5.22,1.54,5.68,153.8
1210,5.22,1.54,5.68,153.8
1222,5.22,1.54,5.68,153.8
1200,5.22,1.54,5.68,153.8
1210,5.22,1.54,5.68,153.8
1195,5.06,1.54,5.68,153.8
1133,5.06,1.38,5.68,153.8
1227,5.06,1.38,5.52,153.8
1193,5.06,1.38,5.52,153.8
1175,5.06,1.38,5.52,154
1262,5.52,1.38,5.52,154
1289,5.52,1.68,5.52,154
1324,5.52,1.68,5.68,154
1342,5.52,1.68,5.68,154
1189,5.52,1.68,5.68,154
1179,5.22,1.68,5.68,154
1134,5.22,1.68,5.68,154
1129,5.22,1.68,5.52,154
1187,5.22,1.68,5.52,154
1111,5.22,1.68,5.52,154
1140,5.52,1.68,5.52,154
1125,5.52,1.84,5.52,154
1117,5.52,1.84,6.14,154
1202,5.52,1.84,6.14,154
1167,5.52,1.84,6.14,154
1119,5.22,1.84,6.14,154
1107,5.22,1.38,6.14,154
1115,5.22,1.38,5.52,154
1106,5.22,1.38,5.52,154
1130,5.22,1.38,5.52,154.2
1130,5.36,1.38,5.52,154.2
1104,5.36,1.08,5.52,154.2
1117,5.36,1.08,5.36,154.2
1128,5.36,1.08,5.36,154.2
1084,5.36,1.08,5.36,154.2
1150,5.22,1.08,5.36,154.2
1171,5.22,1.68,5.36,154.2
1118,5.22,1.68,5.68,154.2
1206,5.22,1.68,5.68,154.2
1119,5.22,1.68,5.68,154.2
1168,5.36,1.68,5.68,154.2
1190,5.36,1.08,5.68,154.2
1089,5.36,1.08,5.98,154.2
1032,5.36,1.08,5.98,154.2
1083,5.36,1.08,5.98,154.4
1076,5.22,1.08,5.98,154.4
1056,5.22,1.68,5.98,154.4
1108,5.22,1.68,6.28,154.4
1039,5.22,1.68,6.28,154.4
1026,5.22,1.68,6.28,154.4
1117,5.22,1.68,6.28,154.4
1163,5.22,1.38,6.28,154.4
1142,5.22,1.38,5.52,154.4
1245,5.22,1.38,5.52,154.4
1192,5.22,1.38,5.52,154.4
1215,5.22,1.38,5.52,154.4
1226,5.22,1.38,5.52,154.4
1249,5.22,1.38,5.98,154.4
1166,5.22,1.38,5.98,154.4
1184,5.22,1.38,5.98,154.4
1205,4.9,1.38,5.98,154.4
1161,4.9,1.22,5.98,154.4
1203,4.9,1.22,6.14,154.4
1173,4.9,1.22,6.14,154.4
1254,4.9,1.22,6.14,154.6
1300,5.22,1.22,6.14,154.6
1215,5.22,2,6.14,154.6
1218,5.22,2,6.6,154.6
1197,5.22,2,6.6,154.6
1248,5.22,2,6.6,154.6
1263,5.36,2,6.6,154.6
1308,5.36,1.22,6.6,154.6
1271,5.36,1.22,5.82,154.6
1325,5.36,1.22,5.82,154.6
1351,5.36,1.22,5.82,154.8
1307,5.36,1.22,5.82,154.8
1265,5.36,1.84,5.82,154.8
1311,5.36,1.84,5.68,154.8
1250,5.36,1.84,5.68,154.8
1269,5.36,1.84,5.68,154.8
1275,5.06,1.84,5.68,154.8
1260,5.06,1.22,5.68,154.8
1272,5.06,1.22,5.82,154.8
1202,5.06,1.22,5.82,154.8
1281,5.06,1.22,5.82,154.6
1226,5.22,1.22,5.82,154.6
1214,5.22,1.54,5.82,154.6
1157,5.22,1.54,5.82,154.6
1134,5.22,1.54,5.82,154.6
1119,5.22,1.54,5.82,154.8
1058,5.22,1.54,5.82,154.8
1134,5.22,1.38,5.82,154.8
1096,5.22,1.38,5.98,154.8
1069,5.22,1.38,5.98,154.8
1059,5.22,1.38,5.98,154.8
1027,5.22,1.38,5.98,154.8
1055,5.22,1.68,5.98,154.8
1052,5.22,1.68,5.68,154.8
1147,5.22,1.68,5.68,154.8
1103,5.22,1.68,5.68,155
1205,5.22,1.68,5.68,155
1271,5.22,2,5.68,155
1222,5.22,2,5.98,155
1233,5.22,2,5.98,155
1266,5.22,2,5.98,154.8
1171,5.22,2,5.98,154.8
1154,5.22,2,5.98,154.8
1154,5.22,2,5.82,154.8
1078,5.22,2,5.82,154.8
1103,5.22,2,5.82,155.2
1114,5.36,2,5.82,155.2
1095,5.36,1.54,5.82,155.2
1160,5.36,1.54,6.44,155.2
1164,5.36,1.54,6.44,155.2
1098,5.36,1.54,6.44,155
1188,5.22,1.54,6.44,155
1235,5.22,1.54,6.44,155
1210,5.22,1.54,6.14,155
1207,5.22,1.54,6.14,155
1227,5.22,1.54,6.14,155
1213,5.36,1.54,6.14,155
1298,5.36,1.54,6.14,155
1277,5.36,1.54,5.36,155
1262,5.36,1.54,5.36,155
1317,5.36,1.54,5.36,155.2
1295,5.22,1.54,5.36,155.2
1312,5.22,1.08,5.36,155.2
1331,5.22,1.08,5.82,155.2
1294,5.22,1.08,5.82,155.2
1341,5.22,1.08,5.82,155.2
1310,5.36,1.08,5.82,155.2
1271,5.36,1.38,5.82,155.2
1220,5.36,1.38,5.82,155.2
1188,5.36,1.38,5.82,155.2
1195,5.36,1.38,5.82,155.2
1196,5.22,1.38,5.82,155.2
1179,5.22,1.38,5.82,155.2
1187,5.22,1.38,5.98,155.2
1202,5.22,1.38,5.98,155.2
1220,5.22,1.38,5.98,155.2
1188,5.22,1.38,5.98,155.2
1234,5.22,1.08,5.98,155.2
1281,5.22,1.08,5.22,155.2
1220,5.22,1.08,5.22,155.2
1299,5.22,1.08,5.22,155.4
1247,5.36,1.08,5.22,155.4
1146,5.36,2,5.22,155.4
1216,5.36,2,6.14,155.4
1179,5.36,2,6.14,155.4
1120,5.36,2,6.14,155.4
1128,5.06,2,6.14,155.4
1076,5.06,1.08,6.14,155.4
1065,5.06,1.08,5.52,155.4
1049,5.06,1.08,5.52,155.4
1151,5.06,1.08,5.52,155.6
1113,5.22,1.08,5.52,155.6
1078,5.22,1.22,5.52,155.6
1145,5.22,1.22,5.82,155.6
1148,5.22,1.22,5.82,155.6
1099,5.22,1.22,5.82,155.6
1202,4.9,1.22,5.82,155.6
1138,4.9,1.08,5.82,155.6
1067,4.9,1.08,5.98,155.6
1205,4.9,1.08,5.98,155.6
1210,4.9,1.08,5.98,155.6
1255,5.52,1.08,5.98,155.6
1264,5.52,1.84,5.98,155.6
1199,5.52,1.84,6.14,155.6
1222,5.52,1.84,6.14,155.6
1240,5.52,1.84,6.14,155.6
1273,5.22,1.84,6.14,155.6
1320,5.22,1.22,6.14,155.6
1301,5.22,1.22,5.52,155.6
1330,5.22,1.22,5.52,155.6
1297,5.22,1.22,5.52,155.6
1252,4.76,1.22,5.52,155.6
1168,4.76,1.38,5.52,155.6
1207,4.76,1.38,6.14,155.6
1210,4.76,1.38,6.14,155.6
1162,4.76,1.38,6.14,155.8
1173,5.22,1.38,6.14,155.8
1201,5.22,1.68,6.14,155.8
1134,5.22,1.68,5.98,155.8
1146,5.22,1.68,5.98,155.8
1149,5.22,1.68,5.98,155.8
1130,5.22,1.68,5.98,155.8
1236,5.22,1.08,5.98,155.8
1225,5.22,1.08,6.28,155.8
1156,5.22,1.08,6.28,155.8
1133,5.22,1.08,6.28,155.8
1140,5.36,1.08,6.28,155.8
1163,5.36,1.54,6.28,155.8
1104,5.36,1.54,5.22,155.8
1154,5.36,1.54,5.22,155.8
1118,5.36,1.54,5.22,156
1059,5.22,1.54,5.22,156
1066,5.22,1.22,5.22,156
1072,5.22,1.22,6.14,156
1075,5.22,1.22,6.14,156
1042,5.22,1.22,6.14,156
1006,5.22,1.22,6.14,156
1082,5.22,1.22,6.14,156
1115,5.22,1.22,6.14,156
1194,5.22,1.22,6.14,156
1172,5.22,1.22,6.14,156
1160,5.06,1.22,6.14,156
1206,5.06,1.22,6.14,156
1147,5.06,1.22,5.68,156
1137,5.06,1.22,5.68,156
1132,5.06,1.22,5.68,156
1122,5.06,1.22,5.68,156
1143,5.06,1.38,5.68,156
1170,5.06,1.38,6.14,156
1159,5.06,1.38,6.14,156
1201,5.06,1.38,6.14,156.2
1192,4.9,1.38,6.14,156.2
1213,4.9,1.22,6.14,156.2
1228,4.9,1.22,5.68,156.2
1221,4.9,1.22,5.68,156.2
1269,4.9,1.22,5.68,156
1294,5.06,1.22,5.68,156
1300,5.06,1.54,5.68,156
1300,5.06,1.54,6.6,156
1374,5.06,1.54,6.6,156
1410,5.06,1.54,6.6,156.2
1332,5.06,1.54,6.6,156.2
1273,5.06,1.54,6.6,156.2
1285,5.06,1.54,5.98,156.2
1237,5.06,1.54,5.98,156.2
1248,5.06,1.54,5.98,156.2
1184,5.06,1.54,5.98,156.2
1229,5.06,1.22,5.98,156.2
1258,5.06,1.22,5.98,156.2
1229,5.06,1.22,5.98,156.2
1268,5.06,1.22,5.98,156.4
1161,5.06,1.22,5.98,156.4
1075,5.06,1.38,5.98,156.4
1125,5.06,1.38,5.98,156.4
1040,5.06,1.38,5.98,156.4
1043,5.06,1.38,5.98,156.4
1084,5.06,1.38,5.98,156.4
1085,5.06,1.38,5.98,156.4
1090,5.06,1.38,6.6,156.4
1089,5.06,1.38,6.6,156.4
1157,5.06,1.38,6.6,156.4
1119,4.76,1.38,6.6,156.4
1079,4.76,0.92,6.6,156.4
1075,4.76,0.92,6.14,156.4
1100,4.76,0.92,6.14,156.4
1099,4.76,0.92,6.14,156.4
1072,5.22,0.92,6.14,156.4
1106,5.22,1.38,6.14,156.4
1151,5.22,1.38,6.14,156.4
1075,5.22,1.38,6.14,156.4
1103,5.22,1.38,6.14,156.4
1084,5.06,1.38,6.14,156.4
1078,5.06,1.38,6.14,156.4
1119,5.06,1.38,6.14,156.4
1102,5.06,1.38,6.14,156.4
1059,5.06,1.38,6.14,156.6
1061,4.76,1.38,6.14,156.6
991,4.76,0.76,6.14,156.6
1040,4.76,0.76,5.98,156.6
1071,4.76,0.76,5.98,156.6
1072,4.76,0.76,5.98,156.6
1131,4.76,0.76,5.98,156.6
1046,4.76,1.08,5.98,156.6
1126,4.76,1.08,6.28,156.6
1123,4.76,1.08,6.28,156.6
1108,4.76,1.08,6.28,156.6
1181,4.76,1.08,6.28,156.6
1129,4.76,0.62,6.28,156.6
1101,4.76,0.62,5.82,156.6
1224,4.76,0.62,5.82,156.6
1144,4.76,0.62,5.82,156.6
1197,4.76,0.62,5.82,156.6
1264,4.76,1.08,5.82,156.6
1158,4.76,1.08,6.14,156.6
1194,4.76,1.08,6.14,156.6
1239,4.76,1.08,6.14,156.8
1171,4.9,1.08,6.14,156.8
1238,4.9,0.92,6.14,156.8
1209,4.9,0.92,5.98,156.8
1197,4.9,0.92,5.98,156.8
1173,4.9,0.92,5.98,156.8
1158,5.22,0.92,5.98,156.8
1195,5.22,1.22,5.98,156.8
1126,5.22,1.22,5.82,156.8
1115,5.22,1.22,5.82,156.8
1134,5.22,1.22,5.82,156.8
1107,5.22,1.22,5.82,156.8
1152,5.22,1.22,5.82,156.8
1131,5.22,1.22,5.68,156.8
1086,5.22,1.22,5.68,156.8
1074,5.22,1.22,5.68,156.8
1117,5.06,1.22,5.68,156.8
1067,5.06,1.22,5.68,156.8
1146,5.06,1.22,6.74,156.8
1145,5.06,1.22,6.74,156.8
1148,5.06,1.22,6.74,156.8
1180,5.06,1.22,6.74,156.8
1173,5.06,1.08,6.74,156.8
1180,5.06,1.08,6.14,156.8
1202,5.06,1.08,6.14,156.8
1156,5.06,1.08,6.14,157
1199,4.76,1.08,6.14,157
1198,4.76,0.3,6.14,157
1182,4.76,0.3,5.98,157
1114,4.76,0.3,5.98,157
1179,4.76,0.3,5.98,156.8
1182,5.22,0.3,5.98,156.8
1183,5.22,0.46,5.98,156.8
1226,5.22,0.46,5.82,156.8
1231,5.22,0.46,5.82,156.8
1190,5.22,0.46,5.82,157
1161,5.22,0.46,5.82,157
1098,5.22,1.54,5.82,157
1091,5.22,1.54,5.98,157
1086,5.22,1.54,5.98,157
1087,5.22,1.54,5.98,157.2
1126,4.9,1.54,5.98,157.2
1151,4.9,1.38,5.98,157.2
1131,4.9,1.38,5.98,157.2
1187,4.9,1.38,5.98,157.2
1154,4.9,1.38,5.98,157.2
1092,5.06,1.38,5.98,157.2
1072,5.06,1.38,5.98,157.2
1111,5.06,1.38,6.44,157.2
1246,5.06,1.38,6.44,157.2
1241,5.06,1.38,6.44,157.4
1327,4.9,1.38,6.44,157.4
1362,4.9,0.46,6.44,157.4
1300,4.9,0.46,6.14,157.4
1286,4.9,0.46,6.14,157.4
1323,4.9,0.46,6.14,157.2
1268,5.36,0.46,6.14,157.2
1298,5.36,1.38,6.14,157.2
1266,5.36,1.38,5.98,157.2
1138,5.36,1.38,5.98,157.2
1149,5.36,1.38,5.98,157.2
1135,5.06,1.38,5.98,157.2
1117,5.06,0.62,5.98,157.2
1094,5.06,0.62,5.36,157.2
1119,5.06,0.62,5.36,157.2
1154,5.06,0.62,5.36,157.2
1136,5.36,0.62,5.36,157.2
1163,5.36,1.22,5.36,157.2
1157,5.36,1.22,5.52,157.2
1182,5.36,1.22,5.52,157.2
1171,5.36,1.22,5.52,157.4
1088,5.22,1.22,5.52,157.4
1090,5.22,1.08,5.52,157.4
1098,5.22,1.08,6.28,157.4
1167,5.22,1.08,6.28,157.4
1105,5.22,1.08,6.28,157.6
1090,5.36,1.08,6.28,157.6
1058,5.36,1.68,6.28,157.6
1091,5.36,1.68,5.98,157.6
1148,5.36,1.68,5.98,157.6
1094,5.36,1.68,5.98,157.6
1107,4.9,1.68,5.98,157.6
1167,4.9,0.62,5.98,157.6
1084,4.9,0.62,5.98,157.6
1072,4.9,0.62,5.98,157.6
1126,4.9,0.62,5.98,157.6
1099,5.06,0.62,5.98,157.6
1097,5.06,0.92,5.98,157.6
1046,5.06,0.92,6.14,157.6
1062,5.06,0.92,6.14,157.6
1112,5.06,0.92,6.14,157.6
1098,5.22,0.92,6.14,157.6
1076,5.22,1.08,6.14,157.6
1097,5.22,1.08,6.28,157.6
1158,5.22,1.08,6.28,157.6
1177,5.22,1.08,6.28,157.6
1176,4.76,1.08,6.28,157.6
1223,4.76,0.92,6.28,157.6
1140,4.76,0.92,6.28,157.6
1171,4.76,0.92,6.28,157.6
1187,4.76,0.92,6.28,157.8
1266,5.36,0.92,6.28,157.8
1311,5.36,1.54,6.28,157.8
1279,5.36,1.54,6.28,157.8
1313,5.36,1.54,6.28,157.8
1311,5.36,1.54,6.28,158
1192,5.36,1.54,6.28,158
1146,5.36,1.54,6.28,158
1167,5.36,1.54,6.14,158
1210,5.36,1.54,6.14,158
1188,5.36,1.54,6.14,158
1178,5.22,1.54,6.14,158
1126,5.22,1.22,6.14,158
1179,5.22,1.22,5.98,158
1121,5.22,1.22,5.98,158
1226,5.22,1.22,5.98,158
1216,5.22,1.22,5.98,158
1243,5.22,0.92,5.98,158
1205,5.22,0.92,5.68,158
1182,5.22,0.92,5.68,158
1229,5.22,0.92,5.68,158
1279,4.9,0.92,5.68,158
1263,4.9,0.3,5.68,158
1259,4.9,0.3,5.82,158
1215,4.9,0.3,5.82,158
1156,4.9,0.3,5.82,158
1158,5.36,0.3,5.82,158
1061,5.36,1.08,5.82,158
1065,5.36,1.08,6.28,158
1150,5.36,1.08,6.28,158
1023,5.36,1.08,6.28,158.2
1118,5.06,1.08,6.28,158.2
1146,5.06,1.38,6.28,158.2
1089,5.06,1.38,5.52,158.2
1147,5.06,1.38,5.52,158.2
1166,5.06,1.38,5.52,158
1099,5.06,1.38,5.52,158
1173,5.06,1.08,5.52,158
1105,5.06,1.08,6.14,158
1141,5.06,1.08,6.14,158
1111,5.06,1.08,6.14,158.2
1088,5.06,1.08,6.14,158.2
1094,5.06,1.08,6.14,158.2
1045,5.06,1.08,6.28,158.2
1091,5.06,1.08,6.28,158.2
1117,5.06,1.08,6.28,158.2
1137,5.06,1.08,6.28,158.2
1139,5.06,1.22,6.28,158.2
980,5.06,1.22,6.74,158.2
1054,5.06,1.22,6.74,158.2
1157,5.06,1.22,6.74,158.4
1074,5.22,1.22,6.74,158.4
1078,5.22,0.76,6.74,158.4
1228,5.22,0.76,6.28,158.4
1220,5.22,0.76,6.28,158.4
1167,5.22,0.76,6.28,158.4
1238,5.06,0.76,6.28,158.4
1233,5.06,0.46,6.28,158.4
1207,5.06,0.46,5.98,158.4
1241,5.06,0.46,5.98,158.4
1229,5.06,0.46,5.98,158.6
1223,5.06,0.46,5.98,158.6
1216,5.06,1.08,5.98,158.6
1149,5.06,1.08,5.68,158.6
1120,5.06,1.08,5.68,158.6
1198,5.06,1.08,5.68,158.6
1212,5.06,1.08,5.68,158.6
1192,5.06,1.22,5.68,158.6
1269,5.06,1.22,5.68,158.6
1275,5.06,1.22,5.68,158.6
1296,5.06,1.22,5.68,158.4
1302,5.06,1.22,5.68,158.4
1259,5.06,1.08,5.68,158.4
1267,5.06,1.08,6.14,158.4
1234,5.06,1.08,6.14,158.4
1206,5.06,1.08,6.14,158.6
1138,5.06,1.08,6.14,158.6
1072,5.06,0.76,6.14,158.6
